pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
5.1,19,6.7,2.3,0.3,21,6,24,72,1
6.4,17,7,2.4,1.5,8,4,19,95,0
5.6,18,6.2,1.5,1.3,14,2,15,105,1
6.9,22,6.7,2.6,0.6,11,3,19,47,0
6.3,19,5.1,1.1,0.5,18,4,19,72,1
5.1,23,5.9,2.3,1,8,6,16,83,0
6.1,22,7.2,2,1.4,14,3,20,59,1
6.6,19,6.3,1.9,0.7,14,6,19,103,0
6,16,7.5,2.8,1.3,8,2,21,53,1
5.1,20,6,1.1,1,14,4,25,98,0
6,24,7.2,2.1,0.7,10,4,16,72,1
6.7,16,6,1.6,0.9,21,2,18,106,0
5.5,19,5.8,2.5,0.6,11,3,19,63,1
6.2,16,5.3,2.2,0.9,17,4,15,45,0
5.1,17,6.1,1.7,1,16,6,17,107,1
6.5,16,6.2,2.3,1.3,21,2,21,97,0
5.9,22,7.6,1.1,1.5,17,2,18,72,1
6.8,24,7.5,1.2,1.5,9,2,23,100,0
6.7,24,5.6,1.9,0.8,16,6,25,84,1
5.7,16,7.6,2.7,0.3,9,2,18,91,0
5.2,21,7.5,1,1.4,14,6,25,102,1
5.7,23,7,2.8,1.1,11,4,22,101,0
6,17,6.8,2.8,1,17,5,16,98,1
5.3,18,7.5,2.6,1.2,8,6,17,59,0
5.2,24,5.3,1,0.9,9,6,23,95,1
6.1,20,5.2,1,0.9,14,2,16,69,0
5.4,19,7.3,3,1.4,20,3,22,60,1
6.2,20,5.4,2.9,1.3,8,6,21,62,0
5.5,24,6.5,2.8,0.7,15,4,25,98,1
5.9,23,5.1,1.6,0.5,13,3,23,68,0
5.2,17,6,2.1,0.3,8,2,25,109,1
5.4,20,5.3,3,1.2,11,3,19,95,0
6,18,7.5,2.8,0.7,21,5,21,53,1
6.9,20,7.6,2.3,0.2,12,6,19,64,0
6.1,19,5.6,1.2,1.2,15,6,22,61,1
6.7,16,6,1.4,1.5,12,3,22,45,0
6.3,17,7.7,2.9,1.5,8,4,20,79,1
6,23,7.4,1.4,1.2,13,5,16,75,0
6.2,21,7.7,2,0.9,19,4,23,84,1
6.2,23,6.6,2.1,0.4,20,3,18,78,0
6.1,23,5.3,2.8,0.8,16,5,16,53,1
5.5,16,6.1,2.5,1,15,4,20,46,0
5.5,22,7.6,3,0.8,20,6,16,102,1
5.3,22,5.5,2.7,0.7,8,5,16,100,0
6.6,24,6.3,2.1,0.4,17,5,23,72,1
6.5,24,6.7,2.3,0.4,9,2,15,94,0
5.8,17,5,1.7,0.9,9,2,21,74,1
5.3,16,7.8,2.2,0.9,18,5,16,101,0
5.8,18,7.4,1.7,0.5,9,5,21,63,1
6.3,22,6.7,1.6,0.5,14,3,22,102,0
6.9,20,6.3,2.5,0.3,16,2,15,105,1
5,17,7,1.6,0.9,18,3,23,88,0
6.2,18,5.2,2.4,1.1,16,6,25,101,1
5.7,19,5.6,2.9,0.4,15,4,22,94,0
5.2,20,7.1,1,0.7,20,3,23,81,1
5.7,23,7,1.1,0.3,17,2,20,99,0
6.3,17,6.1,2.1,1,11,3,18,88,1
7,19,7,1.9,0.6,16,4,20,94,0
5.2,19,5.1,1.1,1.4,9,4,17,69,1
5.9,19,7.3,2.1,0.4,19,3,23,72,0
5.8,17,6.7,1.5,0.4,21,5,20,108,1
5.1,24,6.4,2.3,1.4,20,3,23,93,0
5.1,19,7,1.7,1.5,18,4,19,101,1
6.6,23,5.3,1.5,1.5,13,4,16,104,0
6.3,18,5.9,1.6,0.6,21,6,23,75,1
6.6,17,6,2.7,0.4,19,4,18,85,0
5.9,17,6,2.9,1.2,19,5,21,79,1
5.7,24,7.8,1.5,1.3,14,4,24,49,0
5.1,18,5.6,2.7,0.8,20,6,15,46,1
6.2,24,6.5,2.7,0.6,18,2,21,108,0
5.4,21,7.8,1.2,0.6,21,2,17,47,1
6.7,24,5.4,1.4,0.6,18,6,19,58,0
6.4,18,7.1,2.2,0.3,8,5,24,54,1
5.1,24,5.7,1.1,0.9,14,6,20,73,0
5.9,22,5.5,1.2,0.2,17,4,18,78,1
5.4,17,5.2,1.8,0.3,11,3,25,76,0
6.4,19,6.4,1.5,1,16,4,15,54,1
6.5,18,7.8,2.9,0.3,9,5,18,49,0
5.9,21,6.7,1.9,0.7,17,6,17,99,1
6.5,19,7.2,1.1,0.6,17,6,18,101,0
6.3,23,7.6,2,0.4,18,3,23,59,1
6.3,24,5.7,1.2,1.1,14,3,22,94,0
6,24,6,1.1,0.9,16,6,16,72,1
5.6,19,5.3,2.7,0.5,18,6,18,52,0
5.8,18,7.2,1.8,0.8,19,5,24,85,1
6.5,23,7.8,1.1,0.9,11,3,18,98,0
6.2,17,6.6,2,0.7,12,3,16,95,1
5.1,24,5.7,1.3,1.2,10,6,22,63,0
5.1,24,7.7,2.6,0.7,15,3,20,55,1
5.5,18,5,2.9,1.3,15,3,24,92,0
6,20,7.8,3,0.7,17,6,16,51,1
5.8,20,5.9,2.2,1,16,4,22,52,0
6.4,22,7.6,2.2,1.2,21,3,17,68,1
6.6,20,7.8,1.4,0.7,21,2,25,96,0
6.7,19,5.3,1.6,0.7,17,5,18,74,1
6.6,21,7.8,2.3,0.9,12,3,24,82,0
5.5,22,6.9,1.8,0.4,19,6,22,80,1
5.1,23,7.4,1.2,0.8,14,4,20,59,0
6.2,20,7.4,1.4,0.9,17,5,23,88,1
5.7,21,5.4,1,0.7,12,5,16,84,0
5.6,22,7.8,1.8,1.1,13,3,23,96,1
6.8,16,5.1,2.7,0.7,11,2,19,65,0
5.9,19,5.2,2.9,0.9,20,6,23,58,1
5.1,19,6.1,1.3,0.5,20,5,21,53,0
6.3,20,6.5,1.3,0.3,10,6,21,95,1
6,22,6.8,1.2,0.3,20,2,17,70,0
6.3,17,5,2.9,0.6,17,4,24,109,1
5.3,16,6.2,2.2,0.3,8,5,25,68,0
6.9,21,6.5,1.4,0.2,11,6,17,63,1
7,17,6,2.8,0.3,10,2,15,64,0
5.2,21,5.2,1.6,0.4,15,5,16,80,1
7,19,5.1,1.9,1.1,13,3,20,66,0
6.9,23,6.9,2.3,0.6,17,2,22,109,1
5.4,19,5.4,1.8,0.2,10,2,17,78,0
5.9,17,6.4,2.4,0.4,12,4,25,84,1
6.8,20,6.4,1.5,0.7,19,3,19,96,0
5.7,17,7.5,2.5,0.3,20,3,21,52,1
6.1,19,7.5,2.3,0.5,12,2,17,57,0
6.9,23,5.7,1.8,0.3,16,2,19,50,1
5.2,22,6,1.6,0.4,17,4,21,96,0
6.9,18,7.8,1.4,0.3,19,3,18,65,1
5,23,6.8,1.2,0.4,14,4,25,72,0
6.9,21,6,1.1,0.6,18,3,22,91,1
5.1,24,7.1,1.2,1.1,12,3,23,57,0
6.5,22,6.7,2.2,1.3,10,2,18,99,1
7,24,5.7,2.4,0.4,10,3,18,105,0
5.9,20,5,1.6,0.8,11,3,17,106,1
6.5,21,6.2,2.1,1.1,20,4,25,94,0
6.8,20,6,2.6,1.5,8,3,25,53,1
6.4,20,5.2,2.3,1,13,5,17,90,0
6.8,23,5.7,1.7,1.5,12,2,21,91,1
6.1,22,7.1,1.5,1,18,6,17,65,0
6.7,22,6.2,2.2,0.4,18,2,16,65,1
6.7,17,7.4,1.6,0.6,16,5,17,70,0
5.6,16,6.5,2.5,0.8,16,4,19,88,1
5.1,16,6.4,1.2,0.7,13,6,17,69,0
6.1,16,6.4,2,0.4,18,2,18,72,1
6.4,22,7.8,2.5,0.3,11,4,15,86,0
6.4,22,6.6,2.2,1,15,6,21,83,1
6.6,17,6.1,2.9,0.7,20,2,17,84,0
6.4,24,7.7,2.9,1.1,14,4,19,59,1
6.9,18,6.5,1.2,1.4,15,5,15,60,0
5.5,23,7.1,2.4,1.4,10,2,20,77,1
6.2,18,5.9,2.2,0.5,14,6,16,78,0
6.3,19,7.4,2.2,0.9,8,2,17,64,1
6.7,22,6.1,1.6,0.7,14,3,24,46,0
6.1,23,6.7,2.9,1.1,12,6,15,96,1
6.2,21,5.7,2.4,1.1,11,4,24,62,0
5.1,22,5.4,1.5,0.5,10,2,18,86,1
5.3,17,5.3,1.9,0.6,15,2,18,63,0
5.5,17,7.9,2.2,1.1,18,5,23,107,1
5.2,20,7.9,2,1.3,16,2,23,84,0
6.6,17,7.9,1.8,0.7,15,3,22,56,1
6.1,22,5.1,1.8,0.4,9,5,18,75,0
5.4,19,7.8,1.2,1.4,12,5,17,76,1
5.1,16,7.7,2.9,0.7,18,4,19,98,0
5.5,19,7.3,2.2,1.5,8,6,20,72,1
5.2,22,7.9,1.8,0.3,16,5,23,62,0
5.6,21,7.8,2.8,1.1,21,3,23,93,1
5.8,20,7.7,1.4,0.5,12,3,21,56,0
6.4,18,5.3,2.5,1.2,16,6,25,78,1
6.1,24,7.4,1.3,0.9,8,6,18,97,0
6,20,7.1,2.1,1,12,4,23,104,1
5.6,22,7.4,2.5,0.5,19,3,17,104,0
5.6,16,6.5,2.1,0.8,18,2,18,74,1
5.5,19,7.2,2,0.6,15,5,15,82,0
6.1,20,5.4,2.8,1,20,3,23,68,1
7,16,5.1,2.9,0.7,13,3,20,87,0
6,22,7.4,2.1,0.5,16,4,21,83,1
5.3,20,7.2,2.1,1.3,18,4,19,97,0
5.9,23,7.6,1.8,0.8,19,4,15,55,1
6.5,20,7.9,2.3,0.4,21,6,25,101,0
5.8,20,6.4,1.7,0.7,12,6,21,46,1
6,19,5.6,2.5,1.4,20,2,18,75,0
6.8,22,7.1,1.5,0.8,11,5,20,58,1
6.2,22,6,1.4,1.4,10,6,23,93,0
6.3,24,7.6,2.3,1,17,2,18,48,1
6.9,21,7.8,1.3,1.1,12,3,17,81,0
5.7,18,6,2.7,0.3,10,4,21,66,1
6,21,5.7,2,0.6,11,6,23,68,0
5.2,20,7.1,1.6,0.9,10,6,21,101,1
6.5,24,6,3,1,14,5,22,73,0
6.6,23,6,1.4,0.2,15,3,22,61,1
6.2,22,5.6,2.7,0.6,11,4,21,108,0
6.8,22,5.5,2.4,0.4,14,4,15,100,1
5.3,22,6.5,1.3,0.2,20,2,22,86,0
5.5,23,5.2,2.3,0.9,12,3,24,73,1
6.9,16,7.1,2.5,0.5,16,6,25,84,0
6.5,24,7.2,1.1,1,10,6,16,81,1
5.8,20,5.5,1.8,0.8,21,6,18,63,0
5.6,19,7.6,2.1,0.8,18,2,18,61,1
6.6,24,6,1.4,1.2,11,4,24,81,0
6.9,24,6.2,1.4,0.8,14,3,25,67,1
5.9,21,6.2,2.3,0.9,10,5,16,102,0
5.2,21,5.8,1.5,0.5,11,3,22,62,1
7,17,7.8,2.7,0.8,19,3,20,80,0
6.8,24,7.3,1.8,0.9,12,5,21,99,1
5,24,7.1,1.5,1.2,12,4,23,94,0
6.6,16,6.8,1.5,0.3,9,4,21,89,1
6.7,18,6.2,1.5,0.3,11,3,16,49,0
5.8,23,6.9,2.7,0.6,10,6,21,108,1
5.6,24,7,1.6,1.3,10,3,15,54,0
6.3,18,6.9,2.9,0.8,16,4,18,61,1
5.4,18,5.9,1.7,0.6,18,6,15,78,0
6.8,16,7.6,2.3,0.4,21,5,21,95,1
5.2,24,7,2.4,0.8,13,4,19,57,0
5.1,19,5.6,3,1.3,10,3,19,61,1
7,24,7.8,1.3,1.1,13,6,21,74,0
6.5,19,5.6,1.7,0.6,12,4,25,103,1
5.9,22,5.4,2.3,1,14,5,25,59,0
5.1,24,5.5,2,1.4,14,5,21,47,1
5.4,17,6,2.2,1.2,21,4,22,50,0
5,21,5.5,1.3,0.8,18,4,15,104,1
5.7,19,6.3,2,1.4,21,3,23,91,0
5,19,6.7,1.1,1.3,21,2,16,97,1
6.9,20,7.6,3,0.9,14,5,20,100,0
6.3,18,5.4,1.2,0.8,15,2,23,97,1
5.3,24,5.9,2.1,0.8,16,3,15,82,0
5.7,17,5.5,2.3,1.4,15,2,23,97,1
5.4,23,6.3,1.5,0.9,8,4,18,71,0
5.4,22,7.1,3,1.3,19,6,23,74,1
5.3,21,5.6,2.9,0.2,11,3,16,76,0
5.8,16,6.3,2.3,0.5,12,2,19,55,1
5.9,17,5.7,2.4,0.6,19,5,24,108,0
5.3,21,7.7,2.7,1.1,11,6,19,82,1
6,24,5,2.9,1.3,18,4,16,67,0
6.1,21,5.9,2.7,0.5,8,3,21,74,1
6.3,23,7.9,1.6,0.5,8,4,15,106,0
6.6,19,5.7,3,1.4,10,6,19,102,1
5.6,23,5.2,2.9,0.7,14,4,24,63,0
6.6,18,5.1,1.8,0.6,19,3,25,90,1
5.3,23,6.9,1.2,0.8,11,2,24,103,0
5.2,24,5.3,2.7,1.3,13,4,20,88,1
5.1,18,6.8,3,0.3,21,5,15,94,0
6.7,20,7.2,2.8,1.3,15,6,18,54,1
5.4,23,6.9,2,1.3,11,3,20,64,0
6.5,18,6.5,1.6,0.5,16,5,18,86,1
5.6,21,7.1,1.3,1.5,21,6,25,95,0
6.7,17,6.4,1.1,0.9,20,4,21,77,1
6.2,17,5.6,1.6,1.5,10,4,23,64,0
6,24,7,2.9,1.2,18,6,16,103,1
5.5,20,7.8,2.9,0.8,20,6,19,46,0
6.4,16,6.4,2.5,0.2,16,3,16,79,1
6.5,22,5.6,2.6,1,18,2,20,99,0
6.2,21,7.5,2.4,1.4,14,5,19,75,1
5.4,22,6.6,1.3,0.5,19,6,16,90,0
5.1,17,5.3,1.2,0.3,12,6,23,108,1
5.2,18,5.9,2.7,0.3,19,2,23,67,0
7,23,5.4,1.1,1.4,12,4,17,82,1
6.5,17,5,2.1,1.2,20,4,21,66,0
6.3,23,7,1.4,0.3,18,5,15,78,1
5.2,23,6.4,2.7,0.9,12,3,19,59,0
5.7,23,5.9,1.4,1.3,17,2,23,109,1
6.6,24,7.8,2.3,1.4,18,5,21,49,0
6.2,22,6.7,2.8,0.7,20,6,24,65,1
5.4,22,6.5,1.6,0.7,17,4,22,74,0
5.9,24,5.4,2.1,0.6,8,6,23,86,1
5.2,24,7.9,1.1,1.3,10,3,20,97,0
6.9,18,6.4,1.7,1.2,18,6,24,106,1
5.5,21,5.3,2.5,0.9,20,6,25,65,0
5.1,19,7.8,1.3,0.4,17,5,16,87,1
6.8,18,7.7,2,0.9,21,4,15,62,0
6.8,23,7.9,2.6,0.3,21,3,20,93,1
5.5,18,7.4,1,0.6,20,3,17,75,0
6.8,16,6.1,1.9,1.1,21,4,17,105,1
5.1,19,6.7,2.5,1.3,10,6,22,69,0
5.8,16,7.3,1.5,0.9,15,6,24,53,1
5.9,24,7.3,2.8,1.2,16,5,20,55,0
6.5,22,7,2,1.1,9,3,21,69,1
5.6,19,6.8,1.4,1.4,16,4,16,69,0
6.5,18,7.5,2.8,1,10,6,25,104,1
6.1,24,7.9,1.9,1.5,15,2,19,107,0
5.4,24,7,1.4,1.3,20,4,21,86,1
6.8,18,7.2,2.8,1.3,16,2,23,80,0
5.3,23,7.2,2.7,1.2,14,6,18,103,1
5.6,22,6.7,2.8,1.4,11,5,25,82,0
5,24,7.9,2.9,1,9,4,20,51,1
6.3,19,8,1.9,0.4,20,6,16,55,0
5.5,18,7.9,1.6,1.5,12,2,24,86,1
6,20,7.5,1.9,0.6,13,3,18,69,0
6.9,23,6.4,2.9,0.7,9,5,19,73,1
6.1,18,5.9,1.2,0.6,12,3,21,47,0
5.8,20,5,1.9,0.6,21,2,18,95,1
5.5,23,5.5,1.7,0.5,17,2,24,97,0
5.9,19,5.4,2.7,0.3,8,4,24,72,1
5.4,21,6.7,2.6,1,11,6,23,67,0
5.5,24,6.1,2.7,0.4,16,4,22,100,1
6.7,18,6.2,1.6,0.9,15,6,23,47,0
6.5,21,5.5,2.6,0.4,9,6,17,81,1
5.2,16,6.5,1.9,0.6,15,2,16,90,0
5.7,20,6.4,2.1,0.9,11,3,18,60,1
6.2,21,6.3,2.9,0.3,16,5,15,72,0
6.4,20,5.9,1.4,0.2,11,4,24,60,1
5.4,23,6,1.9,1.2,20,2,25,93,0
6.5,23,6.1,3,0.5,8,4,25,85,1
5.1,20,6.7,2.9,0.7,19,5,22,101,0
5.1,18,7.3,1.1,1.1,19,2,19,71,1
7,17,7.3,2.3,1.2,15,3,16,74,0
5.6,18,5.5,1.5,1.5,20,2,25,51,1
6.7,21,5.2,2.5,0.2,10,6,17,87,0
5.5,23,5.2,2.3,0.6,17,5,19,47,1
6.6,18,7.8,1,1,14,2,25,61,0
5.5,18,6.2,2.5,0.4,17,6,20,62,1
5.3,18,5.7,2.6,0.3,11,5,21,90,0
6.3,18,5.7,2.8,0.5,8,4,18,104,1
6.4,23,7.4,2.9,0.7,20,4,25,100,0
5.2,18,5.2,2.1,1.5,12,6,21,58,1
5.1,21,7.8,2.3,0.5,17,2,16,56,0
5.3,24,6.4,2,0.5,14,3,21,87,1
6.9,20,5.2,1.7,1.2,14,6,18,58,0
5.3,20,7.4,2.5,0.2,18,6,20,95,1
6.9,19,7.3,1.7,0.6,21,2,21,89,0
6.7,17,5.9,1.6,0.2,14,5,15,76,1
6.5,21,5.5,3,0.8,18,5,21,55,0
5.2,24,5.8,1.4,0.7,18,4,19,100,1
5.3,16,7.6,2.1,1.5,16,2,15,108,0
6,22,5.2,1.6,1.3,17,5,19,94,1
5.4,18,5.8,1.1,1.3,17,4,22,78,0
5.1,23,7.5,1.3,1.2,14,4,17,105,1
6.7,23,5,2,1.1,20,5,25,104,0
5.4,24,6.1,1.7,0.5,13,2,23,48,1
6.2,17,6.7,1.3,1.5,16,6,21,58,0
6.5,22,5.5,1.5,0.4,21,5,22,101,1
6.2,17,7,2.1,1.1,10,3,19,63,0
6.5,24,5.7,2.4,1.3,19,2,20,65,1
5.8,20,7,3,0.3,13,5,17,53,0
6.8,18,7.4,2.8,1.2,8,4,23,69,1
6.1,23,5.1,2.9,1.4,14,4,22,47,0
6.6,23,7.2,1.9,1.4,19,3,15,81,1
6.1,24,5.6,1.4,0.2,10,4,20,88,0
6,20,6.9,1.4,1,13,3,15,73,1
6.2,19,6.1,3,0.4,19,3,18,51,0
5.4,19,6.3,1.2,0.8,19,2,23,97,1
5.3,23,6,2,1.3,16,2,22,79,0
6.9,24,7.2,2.7,0.8,12,5,18,79,1
6.5,20,6.5,2.8,1.1,11,5,25,65,0
5.5,21,5.8,1,0.4,13,6,22,98,1
6.5,22,7.9,1.6,1.5,12,4,18,93,0
6,23,5.4,1.8,1.4,19,6,22,104,1
5.7,21,6.4,2.4,1.2,18,5,19,84,0
5.3,20,7.6,2.7,0.9,12,6,16,58,1
5.7,22,5.1,2.2,1,8,3,23,105,0
5.7,24,7.3,1.6,0.9,20,5,23,57,1
5.3,23,7.7,2.8,0.4,9,3,25,50,0
6.1,20,6.9,2.9,0.5,17,3,24,102,1
6.4,22,5.3,1.5,0.8,13,2,25,103,0
5.7,20,5.5,1.8,1,21,4,15,86,1
5.7,17,5.8,2.2,1.2,21,4,20,75,0
5.5,20,7.1,2.9,0.9,13,4,16,61,1
5.4,19,7.9,1.1,1.3,21,3,19,76,0
6.1,16,7.1,1.7,0.6,17,5,24,78,1
6,18,6.5,1.5,0.2,11,3,21,95,0
5.5,18,6.5,1.6,0.7,10,4,15,75,1
6,22,7.5,2.1,1.4,17,6,25,48,0
5.5,24,5.1,1,0.5,17,6,17,74,1
6.9,20,7.6,2.7,0.3,20,4,17,92,0
6.3,20,7.8,2.4,0.5,21,6,15,100,1
5.3,18,6.1,2.5,0.4,12,5,18,71,0
5.4,21,5.7,2.6,1.3,11,6,15,87,1
6.1,22,7.8,2.5,0.5,13,2,15,85,0
6.4,17,7.2,2.2,0.5,17,6,16,65,1
5.4,24,5.1,1.9,0.4,14,5,15,61,0
5.7,18,5.1,1.3,1,13,4,15,81,1
6,24,6.2,2.4,0.9,11,3,15,84,0
6.6,23,6.3,2.7,1,16,5,19,87,1
6.6,20,5.1,2.7,0.9,21,2,16,45,0
5.1,17,5,2.6,0.8,10,3,25,72,1
6.3,16,8,1,0.8,18,3,20,108,0
5.8,22,7.9,1.2,0.5,12,6,25,57,1
5.1,22,6.5,2.2,1.2,10,2,17,107,0
7,21,7,1.7,0.6,15,4,22,108,1
5.9,20,5.4,2,0.6,12,6,22,104,0
6.1,19,5.4,1.7,1.4,12,4,21,84,1
5.2,20,5.1,2.7,1.1,8,4,22,91,0
5.2,19,5.4,2.5,1,13,3,25,99,1
5.7,16,5.8,2.6,0.6,14,4,25,82,0
5.5,23,7.2,1.8,0.3,18,2,22,93,1
5.7,19,6.9,1.4,1.3,11,4,20,103,0
5.4,19,5.7,2.3,0.6,14,4,17,88,1
6.3,18,7.3,2.3,1.1,10,6,21,101,0
7,22,6.8,2.6,1.5,9,3,22,87,1
6.8,22,5.9,2.1,0.3,17,2,23,65,0
6.9,19,5.2,1.3,1.4,18,2,22,49,1
6.5,19,5.2,1.5,0.7,21,6,24,90,0
6.3,21,6.8,1,0.7,11,6,21,96,1
5.5,20,6.7,2.7,0.8,8,6,22,109,0
6.2,16,6.8,1.5,0.8,15,6,16,80,1
6.8,24,5.2,1.2,0.4,20,6,24,103,0
6.7,17,7.3,2.3,0.9,16,4,22,67,1
6.1,18,6.8,2.3,1.4,11,6,17,60,0
5.6,20,5.3,1.3,0.5,17,3,15,52,1
5.9,16,6.2,1.9,0.7,9,4,23,48,0
5.1,23,5.7,2.7,0.3,19,4,23,78,1
6.2,17,6.2,2,1.4,21,6,23,103,0
6,20,7.1,1.3,1.5,16,2,25,76,1
6.2,19,5.7,1.5,0.8,11,5,17,102,0
5.8,21,7.4,1.4,0.4,10,4,15,64,1
5.7,22,7.8,2.1,1.5,18,2,18,73,0
5.3,18,6.5,2.7,1.1,15,6,15,65,1
5.9,24,5.8,2.5,0.6,15,4,21,85,0
5.8,18,5.3,1,0.6,14,4,15,69,1
5.1,17,6.4,2.1,1,15,3,21,61,0
7,23,5.7,1.5,0.5,10,2,17,69,1
5.3,17,7.3,2.6,1.3,12,5,20,108,0
5.7,16,8,1.6,0.7,15,2,20,83,1
6.2,16,7.1,2.2,1.4,9,2,15,94,0
6.8,20,5.5,2.8,1,14,4,24,103,1
5.3,21,5.8,1.6,1.2,16,2,18,71,0
5.3,23,5.7,1.9,1.1,9,5,24,108,1
6.8,18,5.3,2.3,1.5,11,4,24,70,0
6.5,20,6,1.4,1.1,18,3,22,70,1
6.3,17,5.8,1.1,0.2,10,2,21,88,0
6,22,5.6,2.8,0.9,11,4,19,67,1
6.2,23,5.1,2.9,0.4,17,4,23,58,0
5,22,6.7,2,0.9,18,2,24,50,1
6.7,23,7.6,2.8,1.4,16,2,22,96,0
6.1,20,5.7,1.6,1.3,20,3,16,71,1
5.5,22,6.9,2.8,0.2,17,3,16,55,0
6.1,21,5,2.8,0.3,12,4,24,85,1
6.7,19,6.8,1.4,0.6,15,5,18,99,0
6.7,17,5.4,2.3,0.3,19,3,19,93,1
6.5,16,7.9,2.9,1,21,6,19,105,0
6.8,23,7.8,2.4,0.6,15,6,16,50,1
5,19,5.1,2.9,0.8,19,2,15,63,0
5.1,16,7.4,2.6,1.5,15,2,16,81,1
6.3,18,6.8,1.7,0.2,9,5,23,78,0
6.3,21,7.6,1.4,0.8,16,4,24,87,1
6.7,19,6.8,2.4,0.3,10,4,25,72,0
6.5,16,5.2,2.9,0.9,14,6,22,61,1
6.9,17,8,1.2,0.9,12,3,23,50,0
6.9,20,6,2.1,0.9,20,6,19,103,1
5.6,16,7.7,2,0.3,19,3,24,81,0
6.5,20,6.6,1,1.2,20,3,21,106,1
6.7,23,6.8,2.5,0.3,11,5,17,49,0
5.4,19,7.7,3,1.5,8,3,18,61,1
6.7,17,7.2,2.7,0.2,18,4,25,54,0
5.8,20,6.4,1.2,0.9,14,4,21,73,1
6.1,19,8,1.9,0.5,17,3,18,87,0
6.1,21,6,2.9,0.9,10,3,24,85,1
6.5,22,5.3,2.8,1.1,17,6,22,51,0
5,16,7.5,2,0.6,12,4,15,47,1
6.6,21,7.7,1.5,1.1,19,4,21,86,0
6.8,24,5.4,1.6,0.8,14,4,23,101,1
6.7,20,7.3,1.8,0.3,20,3,24,97,0
5.4,17,7,1.3,0.4,16,2,22,104,1
6.4,18,6.2,3,1.4,16,4,25,77,0
6.6,23,6.8,2.8,0.4,18,3,24,87,1
6.1,23,6,2.2,0.7,20,6,21,47,0
5.1,22,6.6,2.4,1.3,18,5,22,75,1
5.6,17,6.2,1.5,0.5,20,4,22,63,0
6,21,5.1,1.9,1.1,10,3,23,103,1
5.4,16,6.6,2.5,0.5,15,2,18,71,0
6.5,24,7.6,2.6,0.2,9,2,16,75,1
6.4,19,7.3,2.1,1.4,9,2,20,48,0
5.6,21,5,1.7,1.1,18,5,25,106,1
5.2,22,6,1.9,1,9,3,25,56,0
5.2,23,6.1,2.7,1.5,17,2,23,79,1
6.1,23,5.3,1.9,1.2,15,3,22,90,0
6.3,24,6.6,2.6,1.3,13,6,17,54,1
5.3,18,5.2,2.8,0.3,14,4,25,97,0
5.1,21,6.8,2.1,0.5,19,2,18,97,1
6.7,18,5.9,2.5,0.9,19,5,23,98,0
6,20,6.9,2.5,0.2,15,5,25,59,1
6.9,19,6.8,1.9,0.7,9,5,19,46,0
6.4,24,6.8,2.1,1.4,13,4,21,64,1
5.5,22,5,2,1.5,19,2,16,74,0
5.9,19,6.7,2.9,0.8,9,5,25,86,1
6.7,18,7.4,1.3,1,9,2,25,90,0
5.3,21,6.8,1.8,0.9,20,6,20,85,1
6.3,18,6.5,2.5,0.5,20,4,23,60,0
5.4,16,5,3,1.3,18,3,18,64,1
5.3,16,7.4,2.3,1.1,18,3,15,55,0
5.3,22,6.4,1,0.8,10,3,25,80,1
5,20,6.2,1.2,1.3,14,5,22,51,0
6.8,16,7.9,1.2,1,16,6,18,95,1
6.5,19,5.3,2.8,1.4,19,5,17,85,0
6.4,23,7.5,1.2,1.1,21,3,19,47,1
5.9,17,7.7,1.2,1.2,19,3,17,91,0
6.9,24,6.9,1.6,1,19,5,15,80,1
6.8,24,6.7,2.8,0.5,8,3,15,83,0
6.4,18,7.6,1.9,0.3,15,4,19,50,1
5.5,22,6.8,1.5,1,12,4,15,51,0
6.6,17,5.7,1.4,0.4,20,5,20,58,1
6.2,16,5.6,2.6,1.4,18,2,25,68,0
6.4,22,7.1,1.3,1.3,9,6,25,68,1
5.5,23,5.7,2.4,0.9,13,5,20,93,0
6.1,21,6.7,1.2,0.5,15,4,24,50,1
6.7,21,7.2,1.1,0.5,17,3,15,54,0
6.3,20,6.4,2.4,1.4,20,4,24,51,1
5.5,24,5.1,2.2,0.9,16,5,22,68,0
5.8,19,6.6,1.9,1.3,11,5,23,75,1
6.5,19,6.4,1.6,0.4,12,5,19,77,0
6.6,20,6.8,2.3,0.6,16,2,19,106,1
5.4,23,6.4,2.6,1,18,4,23,89,0
6.1,16,5,1.2,1,20,5,16,46,1
5.4,24,6.4,1.7,1.4,17,6,24,107,0
6,18,5.1,1.4,0.2,18,2,15,103,1
6,17,5.1,1.2,1.3,11,5,15,90,0
5.2,21,7.3,1.8,1.5,8,2,25,88,1
6.9,22,7.8,2.5,0.9,17,2,17,72,0
6.5,22,5.9,1.9,0.5,16,3,20,83,1
5.5,22,6.3,1.5,0.4,17,3,25,100,0
5.9,17,7.6,1.5,1,13,4,15,53,1
5.2,18,5.4,1.1,0.4,21,5,16,91,0
5.3,18,7.1,1.4,0.5,18,4,25,82,1
5.9,19,6.5,1.6,0.2,11,2,24,91,0
5.5,17,7.3,1.1,0.3,18,6,21,88,1
6.5,24,5.4,2.7,1.1,11,4,15,76,0
5.8,24,6.1,1.2,0.6,14,6,21,57,1
5.3,17,5.9,1.8,1.3,21,3,18,91,0
6.3,21,7.3,2.4,0.2,15,4,19,97,1
6.3,24,8,3,1.3,20,3,24,72,0
