pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
6,19,8.4,2.1,0.7,11,4,20,69,1
6.4,19,6.7,1.9,0.8,13,6,20,86,1
5.8,21,6.2,2.2,0.6,16,4,18,63,1
5.8,19,6.9,2.4,0.7,10,5,21,56,1
6.3,19,8.5,1.7,0.7,14,4,20,98,1
6.2,22,6.8,2.4,0.6,16,5,19,65,1
5.6,19,7.5,2.4,0.9,13,4,24,75,1
6.5,21,6.7,2,0.8,16,5,22,83,1
5.6,22,6.7,1.9,0.9,20,5,22,68,1
5.7,21,7.1,2,0.7,12,6,19,54,1
5.9,20,8.4,2.3,0.5,20,6,23,80,1
6.3,19,6.3,2.3,1,20,6,21,50,1
6.1,19,6.4,1.8,0.9,19,4,24,87,1
5.5,18,8,1.8,0.8,15,4,23,71,1
6.1,22,6.3,1.6,0.8,10,4,21,99,1
5.7,19,7.4,2.4,0.8,18,4,24,81,1
5.9,19,7.9,1.7,0.5,12,6,22,63,1
6.1,19,7.9,2.2,0.9,15,3,19,62,1
5.8,22,8,2.1,0.7,17,5,22,59,1
6.4,22,6.6,1.6,0.8,17,6,21,82,1
6.2,18,7.5,2.2,0.9,19,6,24,75,1
6.5,22,6.3,2.4,0.5,17,3,22,54,1
5.9,20,8,1.9,0.8,17,4,22,97,1
5.7,22,7,2.4,0.6,19,5,18,58,1
6.3,20,8.2,2.5,0.9,10,5,21,98,1
6.4,19,7.4,1.9,0.8,14,4,19,56,1
6,22,6.3,1.5,0.8,15,3,18,68,1
6.5,19,6.4,1.8,0.7,10,6,24,67,1
5.9,22,6.9,2,0.5,14,3,23,59,1
6.1,21,8,1.7,1,18,5,22,94,1
5.8,22,7.4,2.3,0.8,15,3,19,95,1
6.2,18,6.9,2.1,0.7,12,3,19,70,1
5.8,19,6.6,1.8,0.7,17,4,19,60,1
5.7,18,8.5,2.1,0.7,10,4,18,72,1
6.3,21,7.3,2.4,0.6,18,6,18,76,1
6.1,19,6.7,2.2,0.8,16,6,21,63,1
5.6,21,6.8,1.9,0.8,14,3,19,63,1
5.5,22,6.9,1.9,0.6,13,4,19,94,1
6.2,18,6.2,2.3,0.9,13,5,21,82,1
5.8,22,6.5,1.5,0.6,16,4,20,78,1
6.1,21,7.8,2.5,0.9,18,5,21,66,1
6,19,6.1,1.5,0.9,17,5,21,85,1
5.9,19,6.2,2.2,0.6,11,5,20,99,1
5.9,20,6.9,2.2,1,15,6,19,54,1
5.8,20,6.6,1.8,0.8,17,6,19,81,1
6.1,21,6.5,1.9,0.7,15,3,18,79,1
5.6,18,8,2.4,0.9,18,6,20,50,1
5.9,21,8.1,1.8,0.7,18,3,22,92,1
5.6,18,7.2,2.2,0.5,19,3,23,64,1
6,19,7.3,1.9,0.8,15,6,23,93,1
6.2,21,6.5,1.6,0.6,12,4,19,75,1
5.6,18,8.4,1.8,0.8,20,3,18,57,1
6.1,19,6.6,1.6,0.8,15,4,24,93,1
6.2,22,7.7,2.1,0.9,19,6,20,90,1
5.8,20,7.8,1.7,0.7,11,4,23,92,1
6.5,20,7.5,2.3,0.9,15,6,23,82,1
6,19,6.7,2.4,1,20,3,21,87,1
6.3,21,6.6,2.1,0.5,16,3,24,79,1
5.6,18,6.4,2.3,0.7,10,6,20,83,1
6,21,6.5,1.5,0.6,15,4,21,54,1
6.1,20,7,1.8,0.8,11,5,23,55,1
6.3,20,7.7,1.7,0.5,12,6,19,54,1
5.6,18,6.4,2.2,0.7,16,5,24,82,1
5.9,18,8.5,2,0.6,11,6,24,55,1
6.5,21,6.3,1.6,0.9,12,4,22,59,1
6,22,6.7,1.9,0.5,16,6,18,72,1
6.5,22,7,1.5,0.7,15,5,24,77,1
6.3,18,8.3,2,0.6,10,4,23,85,1
6,19,8.1,1.6,0.7,16,3,19,75,1
5.9,18,8,2.4,0.9,13,5,21,75,1
6.1,19,6.3,1.6,0.7,13,5,19,54,1
6.5,20,8.3,1.9,0.7,10,3,23,85,1
5.5,22,6.1,2.2,0.8,18,5,19,50,1
6.4,20,8.2,1.8,0.6,17,3,20,56,1
6.3,19,7.2,1.8,0.9,11,3,18,80,1
6,22,6.5,1.9,0.7,20,4,20,68,1
6.3,19,6.5,2.1,0.8,15,5,21,79,1
6.3,22,6.5,2.2,1,16,5,21,85,1
5.6,18,7,2.1,0.7,12,6,23,94,1
5.8,22,8.2,2,0.7,14,3,23,56,1
5.9,19,6.6,1.7,0.6,10,3,18,86,1
6.4,19,7.8,2.2,0.9,13,3,19,74,1
6,22,6.6,2,0.6,10,3,24,71,1
6.1,20,7.4,1.7,0.6,10,4,23,64,1
6.5,22,8.3,2.4,1,10,4,23,82,1
6.1,20,8,1.9,0.7,10,4,20,51,1
6.2,21,8.1,1.7,0.9,13,3,24,74,1
6.2,20,8.3,2.4,0.5,16,4,21,58,1
6.3,21,6.2,1.8,0.6,16,6,19,63,1
5.6,20,8.3,2,0.9,18,6,21,76,1
6.1,21,8.1,1.8,0.8,10,5,22,63,1
5.7,18,7.2,1.9,0.6,19,6,23,94,1
6.3,19,7.9,2.2,0.8,17,6,18,89,1
6,21,6.7,2,0.5,14,5,24,94,1
6.4,19,8.1,2.2,0.7,10,4,24,86,1
6.5,21,6.6,2.4,0.9,10,5,24,57,1
5.8,21,6.9,2.4,0.6,19,4,20,64,1
6.2,22,7.1,1.9,1,15,6,22,58,1
6,20,7.4,2.3,0.9,12,4,18,92,1
6.5,19,7.6,1.6,0.6,14,6,23,55,1
6.2,22,6.6,1.8,0.7,17,4,22,73,1
5.5,22,7.2,1.5,0.7,14,5,18,57,1
6.1,21,6.7,1.9,0.9,12,6,23,56,1
6.2,22,7.7,2.5,1,12,5,23,93,1
5.7,22,7.6,1.9,0.9,18,6,23,88,1
5.5,21,6.7,2.1,0.6,18,4,23,68,1
5.7,22,8.4,1.7,0.7,18,6,24,94,1
6.4,21,7.7,2.4,0.9,19,4,19,53,1
6.1,19,8.5,2.3,0.6,20,4,24,66,1
6.5,20,7.1,2.4,0.8,18,5,23,89,1
6.3,21,7.9,1.9,0.9,15,3,23,92,1
5.7,21,8.1,1.6,0.7,14,5,18,81,1
6.2,19,6.2,2.5,0.5,11,4,18,81,1
5.9,20,7.1,2.1,0.6,12,4,20,69,1
5.8,19,6.5,2,0.6,16,5,20,78,1
5.7,20,8.3,2.1,0.8,12,5,20,75,1
6.1,18,6,2.3,0.6,16,4,23,53,1
6.1,20,7.4,1.8,0.9,20,3,21,52,1
6.1,22,8.3,1.9,0.6,15,5,23,64,1
6,19,7.5,1.6,0.9,15,4,21,83,1
6.1,22,7.3,1.6,0.6,11,6,18,100,1
5.8,21,8.1,1.9,0.5,17,4,22,60,1
5.9,21,6.7,2.4,0.6,17,5,20,58,1
5.6,22,8.5,1.6,0.6,11,5,22,86,1
6.1,18,7.5,1.7,0.9,16,4,21,83,1
6.1,18,7.5,2.2,0.6,13,6,22,96,1
6,22,7.9,2.1,0.7,17,3,18,91,1
5.9,18,6.5,1.9,0.6,11,5,22,90,1
6.2,19,7.4,2.4,0.7,14,4,23,78,1
6.3,20,8.1,1.6,0.9,11,5,21,72,1
6.1,18,7.6,1.7,0.7,19,3,18,63,1
6.4,22,7.1,1.7,0.8,10,6,24,87,1
5.7,20,7.6,1.8,0.8,12,6,24,72,1
5.8,20,6.3,2,0.8,15,3,18,60,1
6.1,22,8.4,2.4,1,14,5,19,63,1
6.2,18,6.7,1.8,1,13,5,18,83,1
6.1,18,6.5,2.3,0.7,19,6,20,82,1
6.3,20,6.6,1.9,0.7,17,6,18,67,1
6.1,19,8.2,1.7,0.6,15,3,19,57,1
5.8,21,7.5,2,0.6,13,6,20,81,1
6.4,21,8,1.6,0.6,11,3,21,91,1
6.2,22,7,2.3,0.8,14,6,21,100,1
5.7,22,7.3,1.8,0.7,19,6,24,99,1
6.1,22,6.2,2.4,0.9,14,6,19,61,1
5.6,19,6.7,1.9,0.9,16,3,23,68,1
5.5,21,8.1,1.9,0.8,13,5,19,83,1
5.9,21,7.1,2.4,0.7,18,5,20,66,1
5.6,20,8.2,1.8,0.7,18,6,24,80,1
6,19,6.5,2,0.9,11,5,18,63,1
6.1,22,6.4,1.6,0.9,11,4,20,71,1
6.4,20,7.9,1.9,0.9,17,3,21,52,1
5.7,21,7,2.4,0.8,12,5,23,62,1
5.7,20,6.1,1.9,0.7,16,6,19,89,1
6.2,19,6.3,1.9,0.6,14,6,22,50,1
6,21,6.8,2,0.9,16,5,18,63,1
5.8,20,6.4,2.4,0.8,20,4,21,98,1
6.3,18,6.3,2,0.8,14,6,18,92,1
5.5,21,7.9,2.3,0.9,14,5,21,81,1
5.8,22,8.3,2,0.6,18,3,19,62,1
6.4,22,7.7,1.7,0.7,12,5,23,88,1
5.9,20,8.4,2.5,0.6,12,5,24,65,1
5.6,18,7.3,1.9,0.9,20,3,23,89,1
6.4,21,7.6,1.6,0.6,10,4,18,63,1
5.9,20,6.5,2.3,0.9,13,6,23,90,1
5.9,21,6.6,1.6,0.8,13,4,24,93,1
6,18,7.6,1.6,0.6,13,3,20,64,1
5.6,19,7.3,1.6,0.8,12,5,23,89,1
5.8,21,8.4,2.3,0.9,14,5,18,75,1
5.5,21,8,2.2,0.5,18,4,19,84,1
6.2,21,6.2,1.7,0.8,19,4,19,55,1
5.9,20,6.5,1.6,0.8,20,5,22,100,1
6.3,22,6.6,1.9,0.6,20,4,18,66,1
6.2,20,6.2,2.5,1,11,6,18,95,1
6,21,7.5,2.2,0.9,16,3,20,85,1
6.2,22,6.4,2.2,0.8,12,3,19,83,1
5.7,19,7.2,1.7,0.8,19,5,21,86,1
6,21,6.8,2.2,0.9,20,4,18,95,1
5.6,18,7.8,2,0.7,15,5,19,80,1
5.5,22,6.2,1.5,0.8,20,4,20,62,1
5.8,19,6.5,2.5,0.7,18,4,20,87,1
5.7,18,6.8,2.2,0.6,12,5,18,71,1
6.3,18,7.8,1.7,1,16,3,23,93,1
6.1,22,6.3,2.2,0.6,19,5,24,90,1
5.8,20,6.4,2.2,0.8,17,5,23,65,1
5.8,22,8.2,1.5,0.7,16,4,20,81,1
5.8,18,7.9,2,0.8,16,4,19,53,1
5.7,19,6.9,1.9,0.7,16,5,18,96,1
6.2,22,8,2.2,1,19,5,20,54,1
5.7,18,6.7,1.9,0.7,12,4,22,77,1
5.9,20,7.1,2,0.8,17,6,20,75,1
5.6,22,5.1,2.4,2,14,4,26,99,0
7.4,23,7.2,2.2,2,15,4,20,45,0
6.7,26,6.6,1.4,1.7,7,4,21,77,0
5.2,20,4.6,3,1.8,11,5,17,107,0
6.4,18,8.1,2,1.2,6,2,17,73,0
6.9,20,8.3,3.1,1.5,11,4,18,54,0
6.3,20,6,2.1,1.7,11,2,16,66,0
6.9,23,4.5,3,1.1,22,2,28,52,0
5.3,20,4.7,1.7,1,22,5,16,90,0
5.2,18,7.2,1.7,1.4,9,7,20,59,0
6,15,4.2,1.2,1.7,8,3,26,43,0
5.8,27,8.2,2.2,1.3,7,4,28,116,0
5.8,17,6.5,1.2,1.7,9,2,28,66,0
7.1,19,7.3,2.6,1.5,19,5,23,111,0
7,20,6.5,1.4,1,19,4,21,84,0
5.3,18,6.8,3.2,1.5,23,5,29,46,0
6.7,25,6.7,2.9,1.1,17,4,29,99,0
6.9,15,5.3,1.3,1.8,6,4,16,87,0
5.9,28,5.2,1.4,1.9,10,5,27,71,0
6.1,27,6.6,1.1,1.3,14,4,19,85,0
5.3,19,6.9,1.4,1.3,21,7,28,86,0
5.5,24,6.7,2.1,1.3,9,6,29,97,0
5.6,29,5,2.2,2,12,6,18,82,0
6.3,21,4.2,2.5,1.1,21,6,24,106,0
7.5,15,4.3,1.3,1.9,24,3,15,103,0
7.2,23,4.9,2.2,1.4,16,6,15,118,0
6.1,18,8.2,1.7,1,11,4,19,94,1
6.8,25,7.2,1.4,1.9,21,5,16,62,0
6.2,24,7,2.2,1.4,8,7,17,54,0
6,28,6.1,2.5,1.1,13,7,20,105,0
7.5,26,5.7,3.2,1.5,8,7,20,81,0
7,27,8.3,1.7,1.8,13,5,29,82,0
6.6,16,7.5,2.3,1.2,14,7,16,111,0
5.9,19,6.9,2.8,1.8,7,2,25,119,0
5.9,20,7.6,1.1,1.5,5,3,19,69,0
6.7,17,7.8,2.3,1.8,14,3,29,95,0
7.1,18,5,2.7,1.2,14,6,23,85,0
6.7,19,5.4,1.1,1.7,19,7,29,117,0
5.4,16,5.9,2.1,1.6,23,3,20,43,0
7.3,25,5.5,2.4,1.8,5,4,18,116,0
6.5,20,5.4,1.7,1.5,9,3,22,62,0
5.9,29,7.2,1.9,2,14,5,21,71,0
5.1,19,4.4,1.5,1.3,11,2,28,77,0
7.4,15,7.5,2.2,1.4,11,7,20,88,0
7,25,5.9,2.4,1.7,18,5,19,51,0
5.9,25,4.1,2.4,1.3,15,6,29,98,0
6.8,27,7.6,2.6,1.5,15,7,17,103,0
6.3,17,7.4,2.3,1.9,18,4,23,45,0
5.8,19,7.2,1,2,9,5,25,107,0
6.9,26,6.6,3,1.5,10,7,23,76,0
6,22,4.1,2.4,1.9,12,7,24,47,0
7.1,18,7.5,1.4,1.5,10,4,18,69,0
5.5,21,7.8,2.2,1.8,24,6,21,74,0
7.3,25,5.9,2.8,1.9,18,5,24,104,0
6.8,22,4.4,1.9,1.3,18,6,15,85,0
5.1,23,5.4,2.8,1,6,5,19,58,0
6.8,19,7.2,2.6,1.3,6,4,27,58,0
5.3,24,6,1.1,1.9,21,6,27,74,0
6,19,7.1,1.4,1.2,6,7,24,92,0
7.5,21,4.9,3.4,1.2,8,2,15,96,0
5,15,6,1.9,1.4,17,5,19,106,0
6.5,20,5,1.8,1.1,12,6,21,44,0
5.2,23,4.5,3.1,1.4,7,3,24,68,0
5.3,18,6.5,2.2,1.3,10,6,24,85,0
5.6,26,7.7,2.6,1,13,6,29,100,0
6.2,19,5.9,1.6,1.6,5,6,20,72,0
5.4,15,5.4,2.5,1.6,10,7,26,61,0
5.8,21,6.4,3.2,1.2,6,5,28,93,0
5.3,24,7.4,2.5,1.2,6,6,21,87,0
5.4,23,7.9,1.9,1.9,20,5,27,77,0
5.7,28,4.9,2.5,1.7,18,4,26,94,0
6.6,25,8.4,3.1,1.6,19,5,20,106,0
6.7,20,8.3,3,1.8,13,6,29,105,0
6.5,26,7.5,3.1,1.9,6,5,18,95,0
5.8,22,4.4,2.1,1.2,10,7,24,83,0
6.6,15,7.8,3.3,1.3,15,2,23,68,0
5.4,25,4.3,1.6,1.3,24,3,20,49,0
6.1,16,8.3,2.7,1.9,21,6,16,56,0
5.2,23,8.3,3.2,1.6,23,3,27,57,0
5.9,20,6.2,1.4,1.1,24,2,29,48,0
5.2,22,5.4,2.9,1.8,15,6,29,76,0
6.8,23,6.1,1.4,1.7,24,6,24,107,0
6.6,23,6.1,1.2,2,5,4,22,80,0
7,21,8.2,3.4,1,22,7,24,101,0
6.9,15,7.6,1.9,1.6,20,4,20,117,0
6.6,15,8.5,1.3,1.3,24,3,21,45,0
6.7,24,5.1,3.4,1.4,12,4,28,60,0
6,22,8.1,2.3,1.2,22,2,29,61,0
6.1,20,7.1,3,1.1,10,5,23,99,0
7,23,5.5,3,1.6,5,4,21,110,0
6,16,6.9,2.8,1.5,9,7,21,64,0
5.9,22,5.2,2.2,1.2,12,7,18,47,0
5.8,23,7.2,2.9,1.2,10,5,20,94,0
6.7,29,5.4,1.7,1.9,10,2,27,108,0
5.4,24,8.4,1.8,1.7,6,4,22,55,0
6.7,25,7.7,2.9,1.3,14,4,16,50,0
6.6,26,7.9,3.3,1.5,18,5,29,83,0
6.9,27,7.9,3.3,1.3,17,6,18,119,0
7.2,25,8,1.9,1.9,18,6,26,106,0
6.6,28,4.6,3.3,1.4,24,2,28,79,0
5.8,18,7,1.9,1.1,18,7,24,88,0
7.4,20,7.5,2.7,1.6,20,5,16,92,0
6.1,29,5.7,2,1.4,20,5,28,113,0
6.6,18,8.1,2.9,1,11,7,24,72,0
6.1,29,6.9,3.2,2,8,4,19,100,0
5.5,16,6,2.7,1.1,20,7,24,66,0
6.1,28,5.9,3,1.5,14,4,23,86,0
5.9,21,6.2,2.8,2,9,6,16,75,0
7.2,22,5.3,3.4,1.5,19,7,17,98,0
5.6,17,8.2,2.6,2,11,4,18,43,0
6,28,6.1,1.9,1.3,14,5,28,97,0
5.4,22,6,2.2,1.3,7,4,22,99,0
5.7,24,5.5,1.9,1.5,23,6,20,91,0
7.1,28,6.4,1.9,1.8,22,2,20,59,0
7.2,18,8,2.2,1.5,14,2,15,64,0
5.9,20,4,1.2,1.8,22,3,28,48,0
5.8,17,5.5,2.1,1.7,10,7,16,64,0
7.3,20,8.1,2.6,1.2,9,3,27,96,0
5.1,28,5.9,1.4,1.9,17,7,26,41,0
5.5,17,6.1,3,2,21,2,27,77,0
5.4,16,7.1,1.8,1.8,6,5,27,53,0
5.4,20,5.4,3.3,1.2,16,5,29,64,0
6.2,25,5.5,3,1.9,13,6,16,88,0
6.9,17,6.3,3.4,1.7,10,6,25,43,0
7.2,27,5.1,1.1,1.3,7,5,20,106,0
5.2,27,6.1,2.6,1.9,22,3,18,90,0
5.9,19,4,2.6,1.6,23,6,23,51,0
6.7,25,4.8,2.5,1.7,17,7,26,118,0
5.6,19,5.9,2.8,1.1,12,5,18,112,0
6.8,17,4.9,1.7,1.8,15,7,18,44,0
7,16,5.6,1.7,1.2,21,2,18,63,0
7.3,26,8.1,1.1,1.6,5,2,20,106,0
5.5,27,6.2,1.5,1.1,20,2,20,70,0
7,29,5.5,1.8,1.7,5,3,16,117,0
6.8,16,6.8,2.5,1.9,15,3,18,119,0
6.1,24,5.1,1.7,2,16,4,15,83,0
5.9,20,4.5,2,1.1,11,3,29,76,0
6.5,16,7.3,1.1,1.7,22,7,16,107,0
5.9,24,4.9,1.7,1,18,3,20,107,0
5.7,21,6.2,2.4,1.3,20,3,16,90,0
7,21,6.8,1.4,1,7,6,19,101,0
7.2,19,4.6,2,1.1,16,7,27,75,0
6.9,16,7.8,2.2,1.4,9,7,20,102,0
5.9,23,7.6,1.7,1.5,15,7,27,57,0
7.1,26,7.1,1.7,1.7,14,4,18,81,0
7.4,16,5.5,1.3,1.6,16,2,18,96,0
6.9,23,7.7,2.1,1.1,12,3,17,42,0
6.1,24,4.9,2,1.2,17,3,21,95,0
5.8,24,8.1,2.8,1.9,12,6,20,85,0
5.2,18,7.2,2.8,1.6,11,3,28,114,0
5.7,23,6.9,1.4,1.3,16,3,24,57,0
5.9,20,4.6,3.3,1.8,19,5,19,75,0
7,26,5.3,2.5,1.1,22,5,27,59,0
5.3,26,6.6,1.1,1.4,12,7,27,63,0
6.6,17,5.6,1.2,1.8,12,3,19,72,0
5.2,25,5.7,2.8,1.3,8,3,28,89,0
5,29,5.6,3.2,1.3,18,2,16,56,0
5.1,26,4.5,2.3,1.1,15,4,28,40,0
6.9,29,8.4,3.1,1.1,13,5,29,96,0
6.5,27,4.1,3.4,1.6,15,3,15,61,0
5.6,25,5.6,3.3,1,23,4,21,48,0
6.6,18,6.6,3.5,1.7,11,5,24,119,0
5.6,20,4.9,1.6,1.7,9,7,29,82,0
6.7,29,8,3,1.2,18,7,21,52,0
6.3,26,8.2,1.7,1,22,7,22,60,0
6.8,21,5.1,1.3,1.5,18,6,22,91,0
6.8,15,5.8,1.2,1.5,14,7,19,57,0
6.4,25,7.2,3.2,1.2,11,2,20,60,0
5.1,29,8.4,2.8,1,8,5,25,81,0
6.7,26,7.3,1.2,1.8,24,6,22,60,0
5.8,16,7.2,2.9,1.4,9,4,29,49,0
5.7,27,4.1,2.5,1.9,18,5,15,95,0
6.5,26,4.2,3,1.4,10,4,27,108,0
7.1,16,4.9,3.2,1.8,10,2,18,55,0
6.4,25,6.1,2.7,1.5,6,2,20,93,0
7.1,21,4.4,2.5,1.3,20,2,24,96,0
5.1,26,7.8,1,1.1,24,4,21,85,0
5.5,18,5.7,1.7,1.6,17,4,18,71,0
6.1,24,6,3.4,1.4,18,4,16,82,0
5.9,18,5.1,3.4,1.1,8,6,15,51,0
5,27,7.7,1.2,1.9,11,6,23,52,0
6.2,21,8.4,3.3,1.1,22,2,27,46,0
5.2,29,4.5,2.8,1.3,8,5,29,91,0
6.5,17,7,1.5,1.3,19,6,24,85,0
5.5,19,7.1,2,1.3,13,5,15,53,0
5.2,28,5,1.4,1.6,20,2,17,42,0
5.9,22,8.2,2.4,1.9,20,5,28,91,0
5.2,21,7.5,1.8,1.2,15,7,28,72,0
5.2,24,4.2,3.4,2,22,7,22,100,0
6.9,19,4.7,3.3,1.8,11,5,23,115,0
6.8,23,7.1,2.5,1.6,18,7,23,101,0
5.6,23,4.3,2.3,1,7,7,28,112,0
7,20,5.4,1.4,1.6,21,6,21,62,0
7,15,8.1,3.3,1.9,6,5,25,56,0
5.9,19,5.7,1.3,1.9,16,4,20,112,0
7.4,23,4.7,1.4,1.7,11,4,23,99,0
6.8,27,4.6,1.1,1.1,20,5,21,64,0
6.4,17,7.4,1.2,1.5,11,2,20,75,0
6.9,21,7.6,2.1,1.9,6,7,23,79,0
5.7,19,4.6,1.7,1,13,6,15,47,0
5.6,28,6.7,1.3,2,12,6,24,98,0
5.2,28,4.2,2.8,1.3,13,2,25,78,0
6.8,24,4.5,3.4,1.8,15,2,23,117,0
5.4,26,6.6,1.6,2,18,5,27,47,0
7,17,4.4,1.7,1.5,22,6,17,117,0
6,27,7.7,2.9,1.6,7,7,20,77,0
7,18,7.4,3,1.2,24,5,25,81,0
5.5,29,7.9,2.1,1.2,15,4,21,49,0
5.7,27,8.1,2.1,1.4,24,2,26,113,0
6.6,26,4.4,2.6,1.8,23,5,17,97,0
7.5,16,7.8,1.1,1.2,5,6,24,106,0
5.3,19,6.3,3.3,1.2,18,3,29,93,0
5.9,25,7.5,2.6,1.1,18,5,29,118,0
7.1,24,4.2,1.1,1,6,3,16,85,0
5.6,26,4,2.8,1.6,19,2,16,113,0
6.9,18,7.6,1.9,1.4,14,2,16,95,0
5.5,19,7.7,2.7,1.7,19,3,15,83,0
5.6,16,6,1.8,1.3,15,3,28,50,0
6.6,23,4.8,3.4,1.2,20,7,22,110,0
5.9,28,8.1,1.6,1.4,7,7,27,68,0
6.8,15,4.5,1.6,1.6,21,5,29,75,0
6.2,17,4.8,3.3,2,7,6,25,41,0
7.4,23,5.1,1.2,1.5,10,5,24,107,0
6.1,20,7.9,3.2,1.2,20,5,27,99,0
5.2,27,4.4,1.2,1.4,14,5,15,53,0
5.3,26,5.1,1.8,1.6,13,4,29,45,0
5,19,4.9,2.3,1.4,22,5,27,54,0
7.2,21,5.8,1.7,1.6,18,7,23,105,0
6,23,4.5,3.5,1,10,5,25,71,0
7,24,8,3.1,1.4,14,7,15,78,0
6,20,8.2,2.5,1.8,22,2,28,114,0
6.5,17,7.6,3.5,1.7,14,4,25,98,0
6.5,17,7.3,1.5,1.5,19,7,28,82,0
5.2,21,5.9,3.2,1.4,21,5,25,76,0
5.5,24,4.6,2.6,1.1,24,7,26,70,0
7.4,26,6.4,2.2,1.6,21,5,17,57,0
6.5,25,8.4,1.3,1.8,19,4,17,77,0
7.3,21,4.8,1.5,1.2,10,7,20,62,0
6.8,17,7.7,2.1,1.9,19,4,16,83,0
7,28,6.4,1.3,1.4,19,3,15,61,0
7.4,26,4,1.9,1.8,16,6,21,79,0
6.6,20,6.8,2.3,1.5,8,7,15,44,0
6.1,25,6.7,1.3,1.5,5,3,22,107,0
5.3,19,6.2,2.6,1.3,20,2,29,98,0
6.2,29,8,3.4,1.7,9,3,24,83,0
6.2,16,5.6,1.1,1.8,12,5,16,64,0
7.1,27,4.4,1.4,2,8,4,22,60,0
7.3,24,4.7,2.5,1.4,22,7,23,84,0
5.5,27,5.6,1.1,1.1,23,6,28,45,0
5.3,27,5.8,2.6,1.4,20,7,26,113,0
6.6,26,6.2,1.4,1,8,7,23,70,0
6.6,27,7.6,1.9,1.5,13,7,27,73,0
7.4,25,7.5,1.6,1.9,18,6,18,41,0
7.1,28,4.4,1.4,1.6,16,2,20,94,0
5.7,28,5.3,1.6,1.6,22,7,29,105,0
7.2,18,5.6,3.1,1.1,9,6,25,66,0
6.7,24,6.8,1.3,1.7,17,5,26,52,0
7.1,26,6.2,2.5,1.2,24,5,22,83,0
6.2,25,4.8,3.1,1.1,22,5,29,70,0
6.6,20,6.4,1.1,1.5,9,7,15,59,0
6.4,26,7.1,1,2,13,2,20,118,0
5.5,19,7.5,2.7,1.1,21,2,26,93,0
5.1,21,5.4,2.8,1.6,11,3,19,106,0
7.4,19,5.3,2.2,1.2,12,3,25,117,0
7,25,4.7,3,1.8,15,5,20,86,0
7.2,28,7.5,2.4,1.3,21,6,17,116,0
6.9,19,7.7,1.2,1.9,5,2,26,66,0
7.1,20,4.5,1.1,1.5,6,3,21,98,0
6.8,29,5.8,1.1,1,8,6,18,100,0
6.7,21,5.8,2.2,1.2,9,5,19,76,0
7.3,22,8.3,3,1.6,11,2,17,53,0
5.1,21,5.8,1.6,1.4,16,6,19,109,0
6.6,15,5.2,2.1,1.2,21,5,19,78,0
6.8,19,6.4,1.7,1.4,16,3,19,110,0
7,21,4.5,2.8,1.5,6,2,17,83,0
6.5,22,4.6,3.5,1,14,4,15,53,0
5.9,23,4,1.9,1.4,19,7,22,98,0
7.2,15,6.7,3.4,1.2,8,6,22,47,0
6.6,24,4.8,2.4,1.9,23,4,24,62,0
7.4,16,5.8,2.7,1.5,8,6,15,75,0
6.9,16,4.5,2.2,2,18,5,21,56,0
6.6,19,5.6,2.1,1.9,16,5,25,58,0
6.5,28,7.3,1.8,1.6,7,7,27,108,0
6.1,27,6.7,1.7,1.7,15,2,25,65,0
7.2,28,4.5,2,1.3,15,3,23,52,0
5.7,21,6.3,2,1.9,15,4,19,78,0
7.4,21,7.5,2.6,1.7,5,2,28,115,0
6.1,24,5.8,2.1,1.3,24,5,24,101,0
7,16,4.1,1.7,1.5,5,5,20,51,0
7.1,19,7.3,3,1.9,24,7,24,60,0
7.3,25,5,1.6,1.8,6,7,17,108,0
6.2,25,7.9,3.2,1.9,24,5,23,97,0
5.8,23,5,2.4,1.9,20,3,28,106,0
5.4,22,7.9,3.5,1.1,19,3,29,110,0
5.3,27,8.5,3.1,1.6,13,3,18,55,0
5.9,26,4.2,1.4,1.4,18,3,16,83,0
6.4,22,6.7,2.8,1.4,21,5,18,91,0
5.5,18,5.6,3.3,1.2,18,2,25,119,0
6.8,21,4.2,1.1,1.4,12,7,20,92,0
6.9,17,5.7,1.9,1.3,15,3,15,46,0
