pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
5.68,20.4,7.21,1700.6,2.43,23.14,14.86,14.77,67.77,1
5.77,22.9,8.99,1756.74,2.14,22.05,7.46,5.69,82.14,1
0.73,10.67,-3.58,1804.31,9.7,54.15,1.22,21.49,120.15,0
6.24,22.13,9.45,1591.37,1.49,24.69,10.18,18.44,65.43,1
3.41,27.66,13.35,1805.81,7.77,14.26,22.06,22.63,124.65,0
7.3,25.39,-0.69,1800.38,11.37,19.74,-0.35,24.03,129.48,0
5.75,20.82,8.91,1459.15,1.03,41.19,13.53,6.79,116.79,1
6.22,24.63,9.52,1789.96,2.73,43.85,7.99,5.78,105.42,1
6.18,24.98,7.85,1562.76,4.37,31.8,7.7,10.3,61.06,1
10.68,10.87,3.56,1801.59,0.15,55.5,17.67,25.48,50.63,0
9.59,18.31,-3.6,1800.77,6.17,15.02,0.97,4.81,56.25,0
-0.11,12.51,11.38,1801.56,-5.61,15.3,19.87,21.33,128.88,0
-3.58,12.72,4.95,1193.88,11.84,15.09,-3.4,26.35,51.29,0
5.6,20.86,9.49,1311.69,2.9,25.57,8.45,10.3,62.82,1
10.75,14.32,3.35,1804.7,12.51,19.8,-3.8,-2.52,55.64,0
5.61,24.48,9.14,1303.45,2.64,45.55,8.49,11.45,97.13,1
-1.05,14.08,11.58,1195.98,8.64,12.16,-4.9,0.14,125.58,0
5.95,21.84,6.59,1577.76,4.35,42.08,8.6,19.64,109.52,1
15.49,25.85,-0.43,1196.18,-3.88,55.05,20.59,1.75,50.8,0
5.52,24.8,6.07,1584.02,1.54,21.64,11.86,18.99,72.79,1
-0.19,13.36,5.42,1195.39,-3.74,13.48,24.05,29.85,124.11,0
-3.23,33.22,10.73,1801.68,-6.4,56.27,1.67,1.55,58.61,0
5.67,23.18,9.12,1639.66,4.82,33.38,14.39,18.75,79.69,1
7.96,26.52,1.08,1804.84,-5.96,58.17,1.67,29.78,127.85,0
10.0,33.85,16.87,1195.85,13.85,57.22,-0.06,1.41,126.08,0
10.34,17.18,1.27,1192.05,-4.4,17.15,15.56,1.25,50.65,0
-1.57,18.56,11.94,1190.04,11.99,15.63,3.23,-4.25,120.87,0
6.27,24.95,6.68,1574.94,1.27,24.21,8.07,13.46,107.97,1
-0.41,13.92,12.43,1801.01,-0.71,12.71,2.93,1.47,127.43,0
6.47,22.14,7.55,1327.49,1.34,27.56,6.51,10.52,81.69,1
6.25,21.95,8.11,1212.14,1.51,41.73,11.05,9.62,67.27,1
10.44,28.26,5.65,1801.09,9.5,19.29,-3.19,-2.22,50.19,0
10.28,10.38,3.87,1191.38,6.71,50.6,-1.06,20.44,55.81,0
3.53,11.39,-1.84,1195.23,9.45,58.98,-1.98,4.19,123.32,0
5.6,22.76,6.55,1755.55,4.31,25.56,5.96,14.87,103.82,1
5.77,22.21,7.06,1647.78,2.44,26.42,13.33,19.17,71.6,1
2.4,10.38,16.52,1197.33,12.36,19.7,18.67,-0.29,125.24,0
5.76,24.54,9.06,1474.66,3.56,25.09,5.21,8.23,81.82,1
5.99,21.73,8.09,1231.19,4.19,35.89,13.92,12.8,102.13,1
6.22,24.29,9.13,1427.38,2.48,22.05,8.03,7.99,108.84,1
9.79,11.27,11.41,1807.42,12.29,54.84,18.03,26.54,52.56,0
5.99,24.65,6.06,1398.68,4.5,20.91,7.84,5.02,76.32,1
-0.12,14.01,16.15,1801.36,12.37,59.04,0.59,23.78,122.5,0
6.2,20.09,6.0,1657.62,3.24,37.11,8.54,9.6,60.47,1
5.66,24.26,8.09,1521.29,4.23,48.79,10.96,6.82,93.52,1
12.41,15.8,-2.21,1199.81,-4.31,14.0,21.71,20.83,53.41,0
5.64,22.39,8.01,1567.5,2.05,33.98,7.58,17.5,67.79,1
6.27,22.17,6.28,1630.3,4.11,29.75,8.98,5.17,87.51,1
14.08,10.46,2.14,1808.19,-6.76,15.89,-0.55,-2.62,59.83,0
13.15,17.05,16.92,1801.03,9.11,57.12,-4.75,4.6,129.55,0
6.37,21.94,8.69,1645.78,2.57,45.61,7.51,6.3,68.78,1
10.4,18.62,12.76,1197.71,11.87,59.75,15.78,3.15,54.62,0
0.78,29.81,15.0,1809.21,6.26,17.71,15.95,4.04,57.26,0
13.15,13.28,16.73,1801.6,-3.99,11.25,-4.74,29.34,51.06,0
5.84,20.71,9.75,1355.62,4.24,42.74,12.97,13.14,111.55,1
5.79,20.96,8.92,1560.85,4.01,47.16,11.1,10.91,64.71,1
3.47,30.4,4.84,1809.08,-2.48,17.97,0.95,-3.84,124.18,0
4.19,18.97,10.46,1197.07,-8.21,50.37,-1.28,20.92,124.05,0
6.49,23.44,9.13,1451.86,1.72,25.04,8.37,16.31,110.33,1
5.79,21.06,9.27,1451.04,1.47,41.22,6.92,12.84,116.32,1
3.84,18.74,15.86,1808.3,-2.97,56.13,16.74,-4.92,53.0,0
6.25,20.04,7.02,1512.9,1.5,39.52,9.32,10.09,92.44,1
5.93,24.23,8.32,1454.98,2.31,39.99,10.55,11.5,89.57,1
14.92,12.21,15.27,1196.53,7.15,51.52,23.13,21.29,121.31,0
6.39,20.34,9.63,1206.43,3.99,31.54,10.2,11.26,69.71,1
2.19,34.22,14.82,1807.4,10.14,52.83,-1.03,4.57,123.59,0
10.61,32.3,3.25,1804.74,-5.88,55.81,22.68,27.44,129.44,0
5.73,20.76,9.12,1246.5,4.42,41.97,8.29,8.6,80.84,1
6.13,20.18,7.16,1372.87,4.58,32.41,11.0,19.7,112.07,1
1.19,11.51,4.91,1193.12,10.29,12.81,16.53,3.53,50.84,0
6.37,22.82,6.25,1636.6,2.64,33.76,10.25,19.12,107.32,1
7.49,25.3,18.47,1197.3,-5.46,57.66,3.76,1.6,129.22,0
5.62,22.58,7.12,1429.77,3.45,24.05,14.49,11.55,62.86,1
-3.72,18.11,14.17,1808.62,8.04,50.63,21.44,29.56,57.61,0
12.73,31.89,5.21,1800.23,0.67,16.73,16.68,25.05,120.52,0
5.97,23.74,6.33,1598.36,1.15,26.27,10.41,15.89,117.82,1
4.41,26.27,-1.81,1804.25,-2.92,53.04,3.49,28.77,56.06,0
1.29,12.15,5.05,1800.16,5.31,51.78,22.76,-3.7,53.78,0
5.77,21.13,9.56,1583.48,3.25,42.63,6.76,15.59,92.46,1
5.81,20.55,8.97,1572.47,2.08,39.42,14.82,17.72,87.23,1
6.22,21.33,9.44,1526.73,4.21,45.81,14.72,5.38,72.61,1
12.76,27.68,14.73,1806.15,7.14,15.25,4.32,-1.32,123.32,0
5.96,21.1,9.4,1587.05,4.85,35.61,8.22,14.53,110.1,1
5.91,22.36,7.3,1378.89,1.82,34.35,11.47,8.41,87.23,1
5.65,24.95,7.02,1386.97,4.55,22.92,9.48,18.42,96.59,1
12.45,13.62,12.26,1809.86,11.7,16.4,0.99,-2.34,121.94,0
3.94,28.41,-3.54,1808.28,14.73,50.77,-4.99,-4.85,58.32,0
3.3,33.64,19.29,1194.92,7.17,59.99,-2.17,2.44,50.83,0
6.15,23.01,9.28,1623.08,4.38,33.17,7.04,18.37,100.54,1
2.9,18.13,16.59,1809.69,-5.25,17.43,-1.11,-2.12,129.63,0
6.25,21.61,6.34,1581.56,2.54,23.56,8.36,5.5,113.52,1
6.27,22.62,9.32,1460.91,2.27,34.95,14.43,9.99,72.82,1
6.4,24.75,6.71,1356.31,4.51,24.31,10.29,16.52,110.16,1
6.16,23.69,8.92,1432.85,3.6,47.12,13.56,19.99,94.8,1
14.58,33.63,2.93,1809.34,6.19,56.8,15.15,3.33,52.26,0
1.74,31.21,18.05,1197.71,11.32,17.16,-1.83,1.4,124.78,0
6.18,23.25,7.15,1534.85,4.18,38.29,6.41,14.9,86.82,1
5.92,22.98,9.7,1282.45,2.57,34.28,13.78,18.33,116.88,1
12.11,33.73,12.42,1192.86,-2.18,53.62,0.62,0.21,125.01,0
1.27,32.86,-2.72,1197.05,-1.75,53.44,23.76,20.19,53.44,0
-3.89,10.9,11.94,1801.2,-6.5,58.38,22.29,28.33,120.94,0
6.08,24.81,7.68,1519.21,2.0,35.82,14.67,5.78,109.59,1
12.33,19.3,4.22,1197.28,-2.81,53.48,-1.34,23.45,50.67,0
6.14,24.52,9.9,1301.15,4.66,33.06,6.05,11.94,108.73,1
4.05,10.43,5.68,1192.85,-3.15,17.63,2.73,-3.52,123.58,0
6.63,31.02,-2.75,1198.91,-3.75,19.39,-4.53,29.36,120.18,0
5.9,21.04,9.75,1615.13,4.14,42.22,9.71,7.27,88.58,1
2.84,29.97,10.57,1800.27,-2.82,53.2,-2.75,28.7,50.19,0
-4.01,26.86,-0.01,1803.16,6.22,56.86,18.01,-4.2,51.61,0
10.39,28.85,19.9,1199.59,-7.95,14.92,2.47,20.23,122.78,0
3.25,15.25,15.47,1802.22,12.47,59.26,0.12,29.26,54.56,0
3.77,16.8,16.52,1195.2,-8.79,17.7,19.76,24.56,55.94,0
6.31,23.98,7.32,1344.69,2.38,49.5,14.4,18.19,64.13,1
5.53,20.16,9.0,1499.03,4.33,30.66,9.52,5.43,114.82,1
5.53,22.16,9.32,1472.43,2.3,35.29,9.29,12.19,73.31,1
16.3,10.11,12.94,1194.8,10.67,52.94,18.87,1.91,123.43,0
5.57,20.91,6.64,1465.2,2.18,34.4,7.29,15.34,96.82,1
6.29,24.0,9.96,1699.32,1.21,49.96,8.66,6.42,95.55,1
0.97,11.42,-0.51,1198.68,12.57,51.98,2.54,-2.99,51.33,0
4.04,13.77,-1.84,1196.41,10.07,58.36,1.67,-2.82,56.88,0
11.14,14.36,1.12,1199.4,-6.15,56.39,19.07,24.03,123.1,0
7.64,33.63,15.07,1802.23,12.84,18.18,20.03,23.89,59.46,0
-2.37,14.61,19.89,1800.97,5.83,57.08,22.01,2.3,53.67,0
8.46,18.31,13.31,1804.35,-6.38,11.06,20.87,25.8,128.83,0
-1.1,28.94,2.96,1800.63,-6.94,55.99,-0.35,1.35,129.77,0
5.79,20.86,8.51,1427.32,2.93,22.26,7.69,18.35,85.64,1
5.87,23.24,9.87,1394.04,1.11,41.8,8.75,12.98,76.04,1
-3.88,27.13,-0.94,1190.42,-1.03,14.7,22.46,-0.06,58.25,0
-2.77,14.21,-1.1,1801.76,12.35,53.33,-4.65,24.96,50.22,0
-1.52,34.53,15.88,1805.24,-3.49,17.77,2.16,26.11,127.02,0
5.53,22.7,9.61,1773.01,3.1,28.74,13.3,5.33,97.11,1
5.88,21.68,9.51,1213.35,2.48,49.68,13.76,14.35,94.25,1
5.5,20.54,7.51,1361.5,4.63,46.19,13.15,10.06,94.69,1
9.05,28.01,-3.95,1807.83,6.96,59.86,20.53,20.27,55.16,0
6.0,23.06,6.07,1539.24,1.41,30.25,5.94,5.38,116.06,1
6.02,23.41,7.58,1518.91,1.24,24.56,9.35,7.4,112.28,1
5.54,23.59,7.95,1664.98,4.51,42.31,6.14,6.46,83.15,1
3.14,26.7,-3.11,1195.6,-1.46,53.89,24.59,1.91,58.55,0
6.04,21.3,7.39,1526.18,3.65,21.74,11.97,14.49,64.56,1
5.93,22.18,9.14,1214.14,1.23,32.48,11.85,7.27,94.01,1
2.29,27.01,-2.92,1196.45,-1.9,13.53,3.38,21.85,128.39,0
5.74,23.13,9.81,1592.1,3.22,46.58,12.0,11.88,85.04,1
5.89,23.14,8.63,1307.13,4.65,22.41,8.34,11.11,60.31,1
6.11,21.98,7.81,1325.57,1.29,46.52,9.53,9.66,61.63,1
-3.34,29.36,0.92,1809.87,10.33,15.71,1.98,20.28,122.19,0
6.12,22.79,9.05,1411.57,2.25,43.92,6.22,10.59,73.3,1
6.12,23.15,8.53,1553.26,3.3,44.21,8.67,8.44,99.96,1
8.83,13.21,2.2,1194.41,-2.36,50.97,-2.65,24.53,129.21,0
6.04,21.53,6.76,1611.02,2.66,48.71,7.99,5.71,78.7,1
5.97,22.65,7.98,1489.36,2.75,35.32,7.78,17.88,119.53,1
5.62,22.05,9.84,1710.13,1.9,44.71,9.21,11.01,97.82,1
6.48,23.34,7.39,1645.61,1.72,32.66,8.69,16.58,89.85,1
12.98,15.89,4.51,1195.68,15.0,50.81,-4.84,24.96,59.52,0
6.72,25.75,19.97,1195.41,10.6,16.61,0.67,-3.42,129.39,0
6.4,24.78,8.03,1760.92,3.59,44.36,7.36,17.6,95.32,1
5.53,21.61,8.15,1697.69,2.41,39.42,13.42,17.64,97.58,1
6.45,20.76,8.05,1548.68,1.82,28.63,12.5,10.8,115.8,1
5.77,20.14,8.02,1535.58,2.84,25.11,7.09,9.62,65.96,1
6.2,22.68,8.7,1224.21,1.09,25.32,7.3,11.65,98.0,1
3.48,27.49,-0.36,1198.1,14.84,54.92,15.16,-3.26,128.19,0
5.86,22.87,6.45,1593.54,1.23,31.32,10.56,13.16,106.46,1
3.16,31.09,11.15,1807.33,-8.8,19.85,23.48,20.94,51.15,0
6.15,24.65,6.59,1538.33,3.54,27.47,11.59,16.43,78.18,1
5.15,28.6,11.92,1195.17,11.2,11.87,16.54,-2.43,54.08,0
7.34,12.12,17.63,1801.53,-6.18,59.93,24.6,3.57,129.91,0
5.93,20.75,8.33,1229.67,3.14,39.01,6.47,6.2,64.01,1
6.95,30.83,0.94,1804.97,10.05,17.81,4.81,-3.5,51.97,0
5.76,22.42,9.79,1799.14,2.67,24.46,7.42,16.71,91.9,1
5.0,29.3,-2.65,1192.74,10.58,57.79,-1.19,23.57,55.71,0
8.36,10.97,18.6,1804.53,-1.77,55.47,2.35,27.23,52.29,0
5.57,22.06,6.24,1696.21,1.76,20.3,12.06,16.24,69.5,1
15.48,16.64,19.64,1192.96,7.1,16.84,-4.97,-0.35,53.91,0
5.87,24.49,6.77,1288.55,1.22,28.17,13.45,11.83,70.98,1
10.96,28.86,-0.73,1190.56,-2.93,16.81,22.14,28.73,127.95,0
5.52,21.82,6.18,1581.22,3.43,43.04,9.39,19.92,101.83,1
-1.92,30.67,10.94,1192.16,-6.04,16.34,19.0,-4.51,124.78,0
-1.38,16.99,-1.66,1197.5,0.7,13.84,24.06,3.41,51.4,0
5.69,20.51,6.17,1484.34,4.64,25.86,9.67,7.83,85.91,1
5.25,15.43,-3.51,1804.54,12.07,55.23,22.09,4.65,126.02,0
5.91,20.88,9.63,1584.71,2.86,43.21,9.83,7.91,114.66,1
4.6,17.83,10.68,1192.24,6.4,57.44,18.67,27.66,59.61,0
5.56,22.64,6.27,1631.88,4.48,35.27,7.79,5.62,103.72,1
12.46,31.58,13.65,1192.22,-6.88,10.32,20.27,3.09,123.0,0
6.25,24.88,9.0,1218.67,2.09,38.78,12.18,18.67,107.14,1
6.14,22.26,7.51,1716.09,4.0,30.4,10.55,13.68,95.63,1
-1.95,29.02,10.79,1802.94,-1.84,16.55,21.14,25.52,54.96,0
6.06,21.04,8.21,1221.87,1.14,34.12,11.95,12.23,102.24,1
4.47,14.98,12.71,1804.28,9.46,56.79,23.67,-4.12,53.77,0
5.82,20.29,9.24,1585.95,3.63,32.61,13.51,17.96,96.44,1
6.39,22.97,6.76,1263.61,2.07,39.74,12.55,9.43,93.92,1
2.23,17.02,19.79,1190.72,-2.78,52.78,19.75,26.43,50.07,0
5.64,24.41,7.14,1385.62,1.45,35.55,9.84,7.66,100.19,1
6.68,29.29,15.16,1197.43,14.83,57.98,-0.4,-4.57,121.97,0
5.58,21.23,7.1,1424.82,2.33,44.29,13.47,15.13,104.63,1
6.43,20.75,9.68,1495.28,4.41,40.84,9.28,5.37,117.86,1
-0.81,13.51,11.08,1809.63,-0.05,12.13,3.42,1.13,125.68,0
6.41,23.01,8.96,1247.01,2.18,40.54,8.4,10.14,87.2,1
5.7,22.47,6.99,1704.47,2.51,49.5,9.33,6.52,98.9,1
6.16,23.7,8.04,1435.27,2.97,25.73,8.87,15.78,95.66,1
1.37,29.85,18.53,1190.82,8.55,55.26,-1.37,4.41,57.72,0
3.3,18.08,12.71,1805.03,0.2,52.57,19.35,27.15,57.74,0
5.68,24.54,8.96,1310.73,1.43,21.52,12.13,10.1,101.9,1
4.54,18.16,1.03,1191.59,5.81,52.52,-1.51,0.23,127.27,0
6.36,24.53,8.09,1530.95,2.96,29.0,7.03,15.95,94.84,1
3.27,15.8,19.39,1193.63,-3.36,19.27,-0.04,22.81,59.22,0
5.99,21.88,9.63,1536.37,4.66,25.75,9.53,11.12,115.94,1
-3.2,32.7,-3.84,1801.68,9.77,19.26,-4.33,3.61,51.9,0
3.87,12.73,1.87,1801.85,-2.48,56.49,0.54,29.3,55.26,0
1.82,17.35,18.32,1808.69,-4.77,18.83,4.11,25.72,125.66,0
0.15,14.76,5.85,1199.61,-5.8,18.78,-0.03,-3.96,53.34,0
-4.19,17.62,3.69,1197.52,8.4,19.25,-0.67,0.38,58.99,0
5.97,24.48,7.49,1641.66,2.1,21.3,5.43,11.34,84.33,1
11.29,16.55,11.43,1800.67,-4.89,17.92,24.25,23.08,121.32,0
1.73,34.28,1.56,1192.36,7.39,54.51,-0.02,25.71,56.95,0
5.84,23.8,6.47,1647.9,2.3,26.46,9.9,18.34,87.11,1
5.53,21.31,7.7,1651.12,1.74,22.5,10.54,17.2,75.16,1
7.26,26.73,5.65,1191.38,11.43,11.41,-0.84,23.08,124.83,0
5.65,24.93,8.03,1245.26,4.13,49.95,6.39,15.99,85.84,1
13.27,31.84,16.3,1196.73,-6.54,11.03,-4.5,24.06,59.49,0
6.04,22.37,6.78,1212.96,1.38,23.93,14.31,18.16,101.9,1
-4.36,32.6,18.75,1803.41,10.21,18.09,16.14,27.91,50.4,0
5.57,22.5,8.28,1389.16,4.0,39.24,12.81,7.45,81.11,1
0.89,14.13,2.05,1805.83,7.34,19.0,22.1,-3.5,50.77,0
11.47,32.29,10.51,1198.97,10.61,57.58,16.7,26.25,56.98,0
5.96,22.08,8.89,1288.75,4.17,28.48,7.05,18.7,92.55,1
6.21,23.85,6.95,1338.12,3.61,45.99,12.3,17.6,91.2,1
5.54,24.22,7.34,1763.93,1.77,32.71,5.71,12.27,62.91,1
6.05,21.82,9.2,1355.29,2.3,40.65,7.63,17.32,88.6,1
5.02,29.68,4.81,1197.52,13.8,19.34,4.37,1.79,121.27,0
1.73,11.22,10.52,1197.68,8.99,11.08,20.02,28.69,126.5,0
6.22,22.81,9.86,1417.04,1.25,33.56,6.9,7.08,114.33,1
-4.31,12.66,14.65,1191.44,8.62,17.09,-3.71,3.79,129.9,0
6.3,24.84,9.3,1766.79,1.89,25.13,14.27,11.06,89.46,1
5.65,23.36,8.57,1631.68,3.69,33.73,13.18,16.64,62.64,1
6.17,21.39,7.77,1654.54,3.75,34.65,11.91,14.53,116.13,1
5.85,20.81,7.47,1686.28,1.99,46.31,6.59,12.96,80.93,1
6.17,23.15,7.55,1741.52,4.95,22.52,5.21,15.71,117.4,1
2.88,18.17,3.63,1806.93,8.48,17.27,17.98,20.64,126.94,0
-1.13,19.77,1.34,1196.18,-2.7,53.15,16.05,4.56,50.54,0
-0.08,33.06,-1.36,1196.9,7.36,58.17,-3.48,29.66,52.04,0
6.41,22.78,8.81,1369.95,4.84,40.15,11.92,10.68,71.74,1
12.75,11.76,-0.59,1809.69,13.71,55.24,4.7,-3.92,58.68,0
5.84,20.49,7.65,1356.88,4.15,32.31,12.38,6.11,104.86,1
1.23,30.71,-3.16,1194.07,-3.8,12.41,15.56,26.45,50.78,0
-2.75,31.22,17.48,1801.66,-5.65,50.5,21.87,29.63,57.48,0
8.64,27.45,19.15,1193.95,12.58,16.55,-1.72,26.07,56.92,0
5.6,23.48,6.64,1376.56,2.43,37.18,8.07,8.6,75.57,1
5.85,22.53,8.03,1550.08,4.16,27.87,11.79,9.68,74.63,1
6.39,24.09,7.03,1455.03,2.07,40.95,14.27,7.12,87.97,1
5.59,21.77,6.73,1320.52,1.76,43.46,9.88,9.61,67.95,1
6.12,23.34,6.52,1663.47,1.97,31.17,14.4,14.52,86.38,1
5.57,23.24,8.0,1699.85,1.46,22.76,11.09,12.7,76.33,1
16.25,29.51,1.15,1199.85,0.64,15.38,4.09,3.3,59.38,0
16.31,31.15,0.1,1804.69,-7.29,55.68,24.15,20.27,127.72,0
5.99,20.28,6.27,1313.89,4.62,47.93,6.51,16.55,98.57,1
15.21,30.66,0.18,1801.61,-4.12,16.76,2.37,-2.55,126.55,0
15.25,30.16,-1.59,1805.73,-2.32,18.17,19.7,28.9,55.93,0
6.03,22.1,8.88,1508.94,1.26,31.82,9.46,12.56,110.44,1
5.67,24.94,9.37,1294.7,4.21,49.46,14.85,15.52,95.6,1
1.2,25.49,-3.04,1806.65,14.57,57.8,-0.97,22.82,59.51,0
6.29,24.86,6.55,1522.56,1.12,49.52,11.7,19.56,62.29,1
7.57,26.99,0.06,1194.72,-6.48,11.37,22.85,4.83,55.52,0
5.88,20.4,9.43,1762.91,3.8,42.5,8.44,16.46,118.04,1
6.43,23.99,8.82,1704.41,1.23,27.21,7.13,18.98,71.81,1
4.72,34.98,11.55,1192.07,-7.67,55.18,1.99,4.11,129.85,0
1.01,15.85,5.58,1808.3,-7.14,55.19,22.87,-0.2,56.63,0
5.67,21.28,6.74,1611.47,3.25,36.12,8.08,8.44,107.26,1
5.71,21.82,9.22,1541.21,2.3,32.84,14.77,8.44,87.95,1
4.25,34.02,14.27,1190.13,-8.74,57.96,1.23,22.59,127.61,0
5.55,22.39,7.34,1771.68,4.77,46.23,9.21,12.62,61.11,1
13.58,19.22,14.65,1193.45,10.49,17.63,18.52,29.43,124.59,0
15.61,16.29,15.1,1807.83,-4.94,52.58,-1.21,27.87,50.26,0
9.39,16.06,3.19,1807.27,-1.79,50.26,19.44,-3.64,124.23,0
5.83,22.25,7.88,1334.95,1.66,34.04,5.81,9.32,117.63,1
1.07,19.3,-3.72,1199.83,14.97,13.35,-1.0,26.61,50.74,0
6.38,21.92,8.88,1518.97,4.51,24.88,5.23,5.58,111.64,1
6.04,24.05,6.09,1554.13,1.21,34.84,5.1,6.43,116.16,1
1.83,12.51,5.88,1195.58,14.76,14.64,2.32,27.31,56.57,0
5.91,21.96,6.68,1251.91,4.83,31.47,11.99,11.12,109.99,1
16.37,13.54,-3.34,1190.9,12.92,54.24,21.65,27.29,124.34,0
6.35,20.71,8.28,1705.65,1.42,23.01,8.49,12.48,82.11,1
5.72,22.41,7.8,1265.86,3.53,27.61,7.87,5.19,91.97,1
9.05,18.65,16.22,1192.7,14.48,52.33,20.07,20.69,59.19,0
0.9,17.04,12.59,1800.79,13.23,11.23,1.53,1.85,123.95,0
6.11,24.24,6.31,1748.73,4.92,26.11,7.93,17.99,80.44,1
5.94,20.71,8.07,1731.78,1.58,45.81,6.49,17.04,63.86,1
6.04,21.56,6.83,1750.23,1.83,37.46,13.26,14.96,79.56,1
5.67,24.15,7.18,1745.13,3.66,38.84,5.89,12.78,76.03,1
-2.98,28.47,19.87,1807.23,5.13,12.74,24.24,20.21,121.91,0
1.65,12.92,1.64,1198.98,12.33,58.83,0.76,-0.13,127.77,0
8.27,30.19,-1.79,1800.37,12.57,12.6,2.06,25.8,56.45,0
10.08,34.36,12.64,1801.21,-7.39,55.99,24.16,27.14,51.11,0
-3.15,18.43,16.01,1197.04,9.87,58.14,-0.01,23.56,54.07,0
5.51,21.34,9.01,1343.04,2.53,41.9,8.48,15.52,113.53,1
-4.08,30.17,-2.45,1199.49,9.68,18.16,2.78,2.13,120.91,0
6.8,11.24,2.51,1808.31,-4.16,13.96,24.42,0.12,126.01,0
5.95,22.28,7.64,1379.02,4.86,29.32,9.2,12.94,67.33,1
-2.12,15.58,1.42,1801.45,12.97,19.53,24.26,3.23,123.05,0
1.98,10.76,17.92,1193.21,-6.2,10.6,-4.85,4.33,124.04,0
4.28,17.89,-0.13,1809.37,0.25,54.73,23.79,2.1,52.73,0
12.09,27.63,19.59,1198.75,-7.46,55.36,20.47,4.82,128.95,0
5.79,23.94,6.25,1439.79,1.57,23.4,12.96,10.17,103.18,1
13.44,17.04,-2.93,1807.39,13.47,19.72,-4.1,23.7,53.47,0
6.16,21.78,7.68,1629.42,4.83,25.9,14.14,8.49,107.05,1
6.17,21.31,7.0,1612.94,3.03,42.73,5.94,10.14,82.2,1
11.86,26.81,17.02,1190.42,-3.01,16.58,-3.22,21.84,122.64,0
5.67,24.22,7.16,1371.12,2.06,29.94,8.49,5.67,78.9,1
5.7,20.3,9.23,1658.22,4.82,28.06,6.86,12.1,71.91,1
7.48,26.41,19.14,1808.98,-5.11,17.1,15.65,3.16,123.84,0
6.05,20.92,6.61,1625.52,2.91,35.41,8.49,6.68,97.17,1
-1.27,34.8,0.59,1808.56,5.71,18.4,23.52,0.68,125.33,0
7.78,19.46,2.0,1805.87,-2.76,52.13,20.98,-4.39,125.61,0
5.64,24.24,9.01,1652.22,2.1,34.95,12.7,6.88,65.0,1
3.25,30.69,18.34,1199.15,13.18,14.99,16.71,3.51,53.72,0
6.42,22.54,8.0,1352.96,4.53,33.18,11.79,7.14,80.13,1
5.74,23.72,8.25,1524.45,1.61,43.28,14.66,15.18,93.57,1
5.88,24.73,8.0,1204.69,1.93,44.18,10.47,8.4,63.69,1
5.77,20.5,7.2,1289.65,1.47,42.47,12.25,16.65,82.46,1
6.4,23.02,6.64,1397.83,1.46,47.24,8.39,17.68,110.94,1
6.13,23.94,8.58,1596.57,1.38,38.33,12.18,12.59,67.03,1
8.94,14.31,14.0,1809.99,-1.02,19.38,18.36,3.94,128.73,0
6.23,23.84,8.05,1411.11,3.96,20.82,9.16,10.15,81.07,1
5.76,24.55,6.48,1229.72,4.68,27.7,9.13,14.76,61.19,1
5.91,23.45,8.97,1482.98,1.18,32.96,14.63,9.08,119.82,1
-1.48,33.3,-3.34,1190.66,-0.33,52.89,-4.87,25.93,52.73,0
5.35,15.53,14.11,1804.16,-3.93,59.87,3.82,27.81,54.69,0
8.42,34.27,13.07,1190.58,-3.09,51.8,-3.39,26.45,51.81,0
-2.6,33.56,18.06,1801.84,6.5,13.78,24.14,29.24,57.24,0
-3.33,33.08,-0.48,1802.75,13.14,52.56,23.33,-0.01,57.49,0
3.68,13.65,16.23,1807.9,0.33,18.66,-0.53,3.02,121.22,0
5.72,20.66,7.3,1410.7,2.14,31.7,13.7,7.81,71.96,1
6.44,22.67,9.49,1455.42,3.3,37.6,7.68,11.55,63.33,1
6.14,23.91,9.15,1483.9,1.14,21.6,8.04,11.73,115.93,1
6.43,21.51,8.94,1605.76,2.89,27.48,6.83,5.37,119.95,1
2.34,11.33,-3.34,1809.98,11.07,16.39,23.16,27.65,57.74,0
5.28,27.0,-3.18,1807.17,-8.95,54.75,-3.05,-3.23,121.0,0
6.4,24.99,6.06,1573.31,2.24,32.32,9.94,15.23,92.84,1
3.0,29.22,16.74,1802.43,-4.35,59.71,24.66,24.62,58.93,0
9.39,30.01,5.77,1198.9,-7.24,13.42,0.55,21.53,120.21,0
6.19,21.93,9.33,1404.57,3.71,24.49,12.39,12.58,78.16,1
6.34,22.53,7.16,1471.24,4.58,27.4,14.0,13.09,101.39,1
-0.46,25.99,4.16,1806.93,-8.53,50.26,-4.17,20.85,121.12,0
5.55,20.68,7.11,1353.08,3.28,20.84,8.65,14.03,100.1,1
6.04,20.32,7.15,1330.21,4.09,41.24,8.4,18.08,63.0,1
6.1,21.71,8.53,1287.25,4.76,41.08,12.45,16.47,106.2,1
11.47,28.59,0.43,1197.45,-0.17,16.66,4.35,-1.62,121.54,0
3.58,14.81,19.66,1802.77,10.04,55.17,-2.05,4.6,50.45,0
6.43,23.48,8.9,1264.02,3.79,48.77,14.93,5.73,86.98,1
4.89,14.87,15.37,1809.33,-4.88,17.61,4.78,24.16,126.08,0
6.28,20.46,9.7,1216.19,1.15,40.24,14.51,6.49,99.55,1
-0.91,26.31,16.24,1195.05,-8.91,58.66,22.23,22.58,51.4,0
