pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
6.2,21.45,8.96,1794.79,2.54,43.36,13.58,11.53,68.0,1
1.37,31.83,10.9,1807.13,12.67,51.42,1.01,-3.58,57.34,0
14.66,33.5,10.34,1195.78,14.52,11.72,23.0,-1.35,123.7,0
12.74,34.03,19.86,1190.5,12.24,14.1,-2.02,23.23,121.25,0
5.68,24.77,7.71,1705.75,2.42,41.39,7.1,13.01,88.1,1
6.0,24.73,9.78,1220.68,3.11,43.78,10.89,7.11,101.36,1
10.23,27.23,-2.08,1195.91,0.25,52.0,-3.34,2.82,126.47,0
5.63,21.15,6.16,1442.52,1.52,22.28,14.72,18.77,73.2,1
9.33,13.75,-2.43,1196.14,-7.32,59.99,21.94,21.92,58.78,0
6.38,22.06,8.78,1481.51,2.67,27.51,10.18,18.9,82.28,1
6.23,23.6,7.79,1529.95,3.59,30.42,7.38,6.32,70.06,1
1.77,29.64,13.89,1808.31,-3.68,11.0,22.04,26.86,129.11,0
6.34,20.61,8.96,1609.22,2.23,42.43,6.41,14.06,119.04,1
6.36,20.38,7.9,1665.68,4.23,47.39,7.65,5.95,82.27,1
5.68,23.89,9.17,1615.51,1.68,35.65,11.94,7.41,78.29,1
6.1,23.79,6.5,1252.89,2.12,27.67,13.36,10.27,104.54,1
6.18,20.87,9.37,1474.29,1.8,40.71,12.5,13.89,102.26,1
6.4,24.15,9.29,1696.03,2.15,39.95,8.44,12.01,65.89,1
6.09,24.46,9.72,1297.34,4.04,22.94,5.25,10.74,100.53,1
6.23,22.43,7.55,1354.97,4.23,45.55,7.28,9.66,73.94,1
6.08,20.32,6.16,1362.02,2.53,49.07,13.75,11.05,114.54,1
5.74,22.62,9.88,1542.83,3.3,39.07,7.13,11.28,66.8,1
1.39,10.88,16.59,1197.53,12.83,16.06,-2.06,4.32,56.15,0
9.33,17.1,15.6,1196.9,-8.8,58.6,-3.53,-0.29,122.86,0
1.67,29.7,2.68,1190.09,5.74,13.71,1.31,20.24,121.38,0
-2.59,18.38,17.82,1194.65,-2.39,19.28,22.61,2.45,123.48,0
5.88,22.71,7.0,1567.1,2.88,28.68,13.03,16.69,117.39,1
-4.43,25.9,14.56,1805.36,-4.14,16.32,1.64,0.2,120.67,0
5.76,23.44,6.83,1714.49,1.67,27.67,9.14,5.36,104.94,1
5.67,24.74,9.81,1321.81,3.11,32.4,5.15,14.13,84.46,1
14.4,26.41,14.68,1196.58,12.5,18.37,22.33,22.2,121.6,0
8.75,10.93,11.24,1193.71,6.97,56.98,21.25,-2.89,120.89,0
7.66,25.22,12.6,1806.32,0.44,11.0,15.68,20.83,58.55,0
15.05,32.98,5.53,1190.1,-4.55,19.01,16.81,28.48,53.09,0
-0.04,29.26,-3.07,1802.01,-0.28,54.95,-3.41,0.42,57.34,0
13.15,32.37,2.75,1192.0,-5.01,11.75,-1.65,-2.43,128.5,0
0.88,13.83,15.05,1195.83,8.08,56.9,0.02,27.06,55.16,0
-4.35,29.61,14.99,1802.03,-6.23,11.01,15.15,28.37,54.1,0
6.43,24.12,8.23,1399.6,4.43,45.53,7.25,8.49,91.17,1
6.14,23.03,9.61,1370.07,2.01,32.49,5.98,10.59,68.56,1
9.68,12.3,18.6,1191.36,-5.56,51.38,17.15,27.27,50.58,0
15.84,13.28,17.25,1808.61,-3.78,13.27,-4.36,-0.57,122.34,0
5.89,23.3,9.75,1663.15,4.31,24.11,12.65,19.15,87.09,1
6.32,22.4,7.24,1528.38,3.42,25.98,14.92,15.44,75.51,1
6.43,23.66,8.22,1668.66,1.79,39.36,13.81,18.33,86.55,1
5.52,20.71,6.88,1273.45,3.11,25.6,6.08,15.09,99.73,1
-0.85,16.75,16.84,1805.15,14.96,52.25,3.94,-0.99,122.11,0
11.48,15.61,17.56,1801.15,9.87,58.72,20.32,28.93,127.46,0
5.24,31.92,17.39,1190.04,14.58,59.25,4.5,-2.96,56.04,0
5.79,22.95,6.8,1643.34,3.81,23.74,6.59,9.82,107.02,1
6.19,22.92,6.21,1273.1,1.52,28.6,6.21,18.43,84.4,1
-3.61,33.01,11.94,1801.19,-6.56,14.61,19.2,21.63,126.06,0
-0.4,18.47,1.23,1806.73,-4.89,12.72,18.22,25.45,122.81,0
5.66,24.38,7.57,1665.42,2.94,27.53,8.73,11.88,67.77,1
6.29,24.57,7.57,1532.53,2.54,29.52,8.15,11.25,107.32,1
7.0,25.3,3.69,1801.35,8.95,54.05,18.17,4.02,126.8,0
6.92,29.86,14.37,1806.51,7.48,15.02,15.96,-4.65,129.48,0
6.03,23.38,7.91,1753.26,4.65,28.9,5.15,12.91,97.33,1
5.8,22.84,7.64,1427.73,2.74,45.3,6.58,5.51,118.19,1
6.44,24.38,6.36,1312.95,4.87,41.47,6.23,15.12,85.07,1
6.47,21.01,7.83,1757.66,4.6,21.42,12.82,11.94,117.18,1
6.23,21.16,7.69,1605.2,1.65,25.28,9.65,11.83,62.02,1
5.71,21.86,6.65,1429.88,3.45,44.04,12.17,18.48,101.67,1
15.07,31.8,18.61,1804.36,6.29,50.61,21.31,-2.86,121.76,0
6.07,21.82,7.97,1309.92,2.17,48.55,11.19,19.66,112.05,1
11.67,33.34,-3.02,1194.9,-0.14,52.04,-4.12,28.01,123.22,0
15.87,12.29,17.13,1190.47,11.28,11.82,21.3,2.1,121.23,0
6.43,24.78,9.75,1306.24,1.91,30.25,11.94,13.86,61.16,1
5.54,22.32,8.81,1520.26,3.63,40.2,12.13,19.86,110.84,1
8.54,25.4,-1.84,1191.2,11.93,17.58,15.29,-3.61,128.47,0
6.05,20.32,7.19,1591.1,3.83,44.96,11.12,7.99,94.74,1
-3.88,29.42,0.44,1805.26,13.05,18.74,19.06,21.57,126.36,0
-2.42,27.33,15.61,1195.57,13.3,59.29,21.43,2.92,125.27,0
6.07,21.73,8.26,1553.77,4.0,49.62,9.96,16.3,69.26,1
6.16,21.16,9.58,1255.09,2.9,34.16,13.34,9.91,86.7,1
6.27,20.42,6.23,1703.51,1.55,34.8,5.85,17.19,82.14,1
7.35,34.72,19.25,1809.18,14.29,54.97,0.18,-0.19,52.69,0
5.68,22.58,8.64,1617.07,2.03,49.75,14.9,18.73,106.02,1
5.83,24.4,9.83,1324.08,4.95,20.35,13.23,17.31,89.25,1
11.15,33.2,10.4,1191.0,6.25,16.18,20.27,-1.61,59.81,0
-0.69,29.36,13.32,1807.75,-4.11,50.15,3.4,-3.35,51.11,0
16.45,11.64,16.47,1809.93,0.54,51.41,-2.21,20.68,120.1,0
13.9,14.65,-3.48,1198.19,9.73,59.59,0.81,21.02,126.95,0
12.66,26.35,-3.81,1195.45,-6.04,12.99,16.57,23.92,125.42,0
5.71,23.86,6.98,1634.84,4.89,32.55,6.03,8.8,101.47,1
5.88,20.09,7.4,1559.34,2.76,40.45,6.23,6.58,105.61,1
4.62,34.7,11.42,1193.64,11.51,55.78,4.44,27.85,126.64,0
13.78,30.45,4.7,1801.05,-0.92,59.28,20.68,-4.33,56.66,0
-3.44,18.94,2.6,1809.25,-5.66,53.36,1.14,23.26,56.01,0
10.4,10.62,11.67,1804.15,-5.76,16.36,-3.89,25.62,54.13,0
6.18,22.36,8.48,1317.63,3.21,32.71,13.82,14.06,81.45,1
-0.45,12.29,10.72,1801.23,12.57,18.67,18.69,28.21,57.88,0
5.74,20.37,8.75,1535.97,3.05,47.33,9.05,15.86,74.59,1
6.14,23.34,9.66,1237.69,2.35,49.59,13.15,11.79,95.63,1
5.6,24.47,7.0,1433.54,2.71,28.81,14.29,7.65,108.33,1
14.04,17.02,0.72,1801.86,6.17,12.89,1.82,20.36,121.06,0
-1.78,14.46,15.74,1198.1,8.51,18.58,15.7,21.95,129.85,0
5.76,24.11,6.6,1276.81,3.84,20.25,13.65,5.92,118.58,1
-4.18,18.93,11.45,1190.03,-3.82,10.23,15.56,1.68,120.67,0
6.17,23.5,7.23,1551.79,3.16,33.99,11.73,19.6,84.04,1
6.37,24.12,8.68,1350.3,1.07,22.92,10.96,14.0,112.28,1
5.51,23.63,8.07,1486.54,1.04,31.2,13.01,12.22,82.12,1
6.29,24.89,7.2,1388.31,3.48,42.54,14.21,7.56,83.82,1
6.19,22.03,8.62,1506.73,3.57,42.27,13.54,14.97,68.97,1
0.28,10.87,19.8,1199.43,8.8,54.75,19.55,27.62,59.23,0
6.05,21.56,7.57,1270.51,1.2,48.91,12.26,17.16,101.44,1
5.74,24.33,8.74,1744.93,4.99,37.3,9.64,11.88,99.09,1
-2.51,31.66,15.94,1809.61,-1.94,19.83,20.67,27.93,125.15,0
0.6,33.22,-0.73,1197.17,-6.58,54.93,19.92,20.47,56.05,0
-3.07,14.66,12.97,1199.2,-1.14,14.66,-0.34,4.32,56.36,0
5.52,23.38,7.39,1377.04,3.45,21.59,14.07,18.14,77.91,1
14.32,13.51,16.58,1197.42,-8.11,53.81,24.09,23.34,123.27,0
5.84,24.3,7.04,1490.94,1.79,27.22,14.92,12.95,119.82,1
5.55,21.32,7.56,1345.97,1.05,36.27,5.41,15.59,73.63,1
15.32,19.24,19.17,1807.46,10.47,59.65,-4.31,-3.38,58.69,0
0.74,10.31,5.08,1804.16,8.18,56.73,17.0,-4.74,56.16,0
6.19,20.95,9.89,1651.81,3.6,27.58,5.86,9.87,79.84,1
-0.53,19.12,14.09,1196.43,11.36,18.63,4.31,24.72,126.17,0
3.28,30.15,16.61,1801.07,9.87,50.32,24.94,26.35,55.31,0
6.24,20.08,9.32,1785.16,2.67,27.29,11.45,14.94,72.0,1
5.54,21.14,9.86,1306.67,3.01,38.14,8.47,11.67,62.26,1
12.64,10.96,18.08,1803.23,12.1,50.97,2.84,-4.2,124.18,0
-2.9,11.37,-2.79,1191.16,-4.72,11.3,0.11,25.03,121.97,0
5.55,20.27,7.21,1408.29,3.62,49.93,12.14,6.11,84.81,1
14.83,29.94,3.86,1808.92,-6.57,54.07,17.95,-2.59,53.16,0
-1.45,29.78,15.32,1191.17,13.04,18.79,1.84,-4.59,57.35,0
6.36,20.71,9.36,1705.44,4.59,26.84,10.41,16.15,117.67,1
5.69,20.71,9.07,1525.49,2.86,39.19,5.69,18.18,89.22,1
5.68,23.48,7.56,1544.31,2.44,46.88,5.73,11.39,72.9,1
6.2,22.7,9.04,1427.26,3.18,28.29,6.55,7.82,76.18,1
4.18,33.33,11.25,1194.02,11.42,18.31,0.68,-4.63,123.52,0
0.15,31.66,16.44,1809.7,6.04,15.66,-4.64,22.78,53.75,0
10.01,34.23,3.78,1198.09,8.58,10.41,-1.33,-3.18,50.19,0
6.39,20.5,6.29,1768.1,4.37,29.61,13.88,19.5,113.41,1
3.36,15.18,3.27,1193.51,-7.34,17.37,-2.23,20.87,128.06,0
5.68,24.58,6.06,1697.11,4.78,46.94,10.7,14.7,103.14,1
2.05,10.37,5.22,1191.43,-1.78,15.1,-3.88,20.76,54.34,0
3.62,12.02,12.7,1195.41,-6.68,14.35,-4.3,0.78,128.59,0
5.53,24.4,9.15,1309.4,2.74,42.74,8.21,7.9,94.77,1
6.76,16.88,10.54,1806.66,6.3,16.13,-2.68,2.97,128.13,0
-2.46,14.01,11.43,1804.03,-2.53,10.06,0.08,24.6,53.86,0
5.7,20.73,6.52,1308.2,1.15,28.15,8.93,7.03,63.81,1
1.06,10.21,-1.0,1196.92,-0.84,52.85,17.83,3.16,53.56,0
2.19,29.74,3.02,1194.12,-1.32,56.33,-2.86,2.05,57.51,0
-2.05,11.69,12.51,1194.74,14.42,17.64,4.34,21.08,124.16,0
7.46,12.38,5.56,1805.11,-7.82,52.49,21.76,20.11,57.83,0
-2.24,16.22,1.57,1193.45,-6.42,51.66,-2.78,29.73,59.8,0
3.77,19.55,-0.66,1196.54,-0.23,11.72,21.33,20.87,55.37,0
6.29,22.58,6.05,1794.47,1.61,34.73,8.99,7.95,108.19,1
6.21,21.93,6.94,1780.4,3.95,22.03,10.33,6.25,101.31,1
7.49,18.42,10.53,1800.79,14.75,52.55,20.52,28.89,58.56,0
6.26,22.83,8.21,1211.5,2.83,45.43,13.67,9.48,68.25,1
6.1,21.12,8.94,1502.85,4.25,45.09,14.46,18.63,109.28,1
-0.45,32.05,16.02,1809.16,14.59,59.65,23.55,-2.01,53.73,0
5.62,24.36,8.54,1489.94,2.31,33.73,10.79,6.08,106.07,1
6.36,21.4,9.86,1624.56,4.49,46.57,14.57,15.23,83.89,1
12.34,32.09,17.52,1199.68,5.46,19.36,15.86,25.87,120.61,0
5.73,22.78,9.02,1652.61,4.46,45.24,8.15,15.11,99.08,1
6.46,24.49,6.7,1345.63,4.5,47.49,5.47,9.29,87.56,1
5.8,24.84,8.17,1226.98,3.57,20.25,7.4,13.6,83.25,1
5.94,23.36,6.74,1703.68,2.19,25.52,13.33,15.22,97.41,1
5.93,21.35,7.82,1708.5,2.56,31.39,9.74,14.49,75.96,1
6.17,20.59,9.15,1576.61,4.78,36.13,14.44,9.23,117.34,1
-2.26,19.51,16.1,1192.85,-5.41,17.54,1.9,21.75,59.5,0
12.94,30.16,5.45,1198.43,11.51,11.43,-1.86,-1.91,57.86,0
8.16,29.92,11.0,1199.66,14.57,15.3,19.08,26.24,54.63,0
5.88,21.88,6.4,1505.28,3.28,30.25,12.79,16.83,65.43,1
5.9,23.35,9.17,1328.02,4.42,36.55,10.64,7.71,77.47,1
9.62,27.27,15.94,1801.07,-7.91,11.61,1.27,3.63,129.23,0
6.43,22.43,6.45,1610.62,3.43,34.1,11.59,18.79,87.24,1
5.64,22.7,6.07,1273.43,4.75,40.25,7.01,5.09,66.08,1
6.49,24.76,7.06,1259.29,1.92,34.58,13.63,13.26,60.8,1
6.45,23.23,8.21,1565.21,2.65,43.54,5.4,6.85,75.83,1
2.99,34.57,-0.52,1800.92,-0.41,54.93,-1.21,27.54,55.39,0
7.55,26.12,12.95,1802.2,-3.49,51.12,3.03,4.88,53.04,0
-1.4,10.22,-3.62,1805.2,10.92,57.16,-2.99,1.4,50.25,0
0.89,12.58,5.87,1194.42,11.48,55.57,1.8,2.18,53.47,0
6.48,24.01,9.92,1497.19,2.16,44.97,7.66,17.96,61.33,1
15.65,25.2,-0.64,1802.69,12.05,11.07,-0.14,28.13,50.6,0
1.09,29.9,14.09,1197.02,10.14,53.09,17.4,-0.71,54.17,0
-3.94,12.67,1.55,1804.91,11.61,14.15,-1.82,25.91,57.67,0
0.99,33.54,5.29,1194.11,14.18,17.58,22.85,1.17,55.77,0
6.03,21.44,7.97,1701.71,1.66,22.47,10.67,5.94,119.94,1
4.47,29.77,16.53,1195.66,-5.97,59.11,-2.02,-4.99,55.26,0
-4.23,14.42,1.11,1807.17,-1.83,57.45,-2.13,29.33,50.74,0
6.44,21.89,6.12,1307.43,1.57,41.53,14.91,11.58,104.43,1
6.2,20.86,7.21,1636.59,1.22,28.39,12.58,15.51,72.06,1
14.72,10.02,4.4,1803.36,9.08,50.67,22.09,3.12,52.08,0
5.75,21.6,6.59,1681.69,1.99,23.21,6.04,5.68,74.43,1
13.25,29.4,16.11,1805.73,9.68,58.08,23.76,26.65,52.84,0
6.47,21.79,8.54,1643.8,1.65,49.27,14.85,11.33,114.51,1
5.62,23.45,7.63,1688.78,1.59,31.25,12.41,8.25,119.43,1
5.86,21.32,8.54,1538.64,2.62,32.82,12.76,12.24,61.5,1
5.95,24.9,7.66,1798.11,2.04,41.01,5.56,7.61,116.72,1
5.88,21.44,8.76,1572.97,3.08,35.9,5.28,17.27,69.79,1
7.86,17.35,-3.66,1194.73,-5.64,19.56,24.34,-2.96,59.63,0
2.56,26.32,3.3,1806.65,7.89,14.59,-1.59,3.27,59.54,0
5.83,24.63,9.6,1474.19,2.36,29.45,8.3,18.9,76.16,1
-2.76,14.44,3.22,1805.17,10.03,51.41,20.39,3.52,129.83,0
5.73,23.6,6.04,1417.76,4.48,24.56,9.29,13.1,104.14,1
10.31,15.45,0.31,1803.9,-5.91,15.4,19.36,-0.88,56.58,0
3.18,10.43,16.38,1804.06,11.09,14.33,22.08,29.93,56.51,0
5.87,22.67,7.74,1482.79,4.36,30.64,12.15,19.21,114.68,1
6.04,24.39,6.15,1334.82,1.15,36.56,6.28,6.68,61.89,1
1.19,33.35,17.1,1803.45,0.24,16.51,4.7,22.23,52.24,0
0.58,30.2,-3.62,1808.45,5.66,12.27,21.23,24.09,125.27,0
6.25,24.33,8.56,1377.44,2.25,21.71,7.61,17.43,102.21,1
6.28,22.41,9.43,1523.65,1.04,29.43,7.41,19.08,91.45,1
3.1,31.36,19.84,1191.8,6.89,50.95,19.96,4.08,120.73,0
11.43,34.76,12.75,1809.32,-2.24,17.02,24.16,25.11,51.7,0
6.37,24.02,7.69,1712.54,4.5,42.39,12.26,18.45,90.41,1
6.0,24.22,6.48,1507.24,2.23,36.64,10.01,10.7,93.88,1
6.47,20.97,7.58,1357.61,2.94,24.66,13.53,11.82,105.52,1
6.43,22.7,6.34,1456.53,2.93,27.17,14.3,19.53,90.45,1
5.87,24.44,8.21,1753.26,3.89,35.83,7.24,8.07,92.44,1
6.44,21.16,8.25,1728.34,3.51,24.43,13.05,16.24,93.24,1
0.89,10.32,13.09,1192.14,12.31,55.66,19.3,22.43,58.91,0
5.58,23.84,8.25,1228.81,3.55,39.18,5.81,10.15,114.6,1
1.9,32.14,11.31,1809.37,12.14,55.93,3.61,-3.69,51.01,0
15.49,31.44,-1.5,1801.02,-7.01,18.29,-3.8,21.66,127.41,0
5.83,23.36,8.71,1422.45,3.56,26.04,10.97,6.07,67.78,1
8.34,31.21,-3.82,1193.36,-4.32,59.75,17.44,1.67,120.61,0
6.15,24.23,9.5,1500.96,1.73,46.72,10.16,11.53,91.78,1
5.97,20.88,6.3,1555.18,3.43,35.67,7.82,8.89,63.69,1
5.67,21.87,9.94,1579.99,3.63,34.74,13.36,7.53,99.99,1
8.17,32.27,10.51,1808.14,0.44,10.68,1.24,4.14,121.7,0
0.82,34.24,10.41,1190.16,-6.87,14.53,3.08,24.56,54.67,0
5.5,20.89,9.53,1309.86,2.31,31.08,12.53,19.54,118.51,1
4.2,27.95,-0.5,1802.06,11.04,16.39,17.92,24.22,50.28,0
5.6,22.31,8.06,1754.39,1.09,23.47,6.01,18.8,88.71,1
7.3,19.62,-3.33,1196.33,-3.77,51.9,15.46,26.08,59.76,0
4.15,28.61,5.27,1193.41,-3.0,13.7,16.16,23.95,128.24,0
5.92,22.56,8.03,1746.27,3.78,20.96,9.75,7.01,98.73,1
5.82,22.97,8.07,1578.42,3.47,31.3,5.32,6.7,112.19,1
6.1,21.44,6.95,1301.49,1.59,38.21,14.59,16.53,93.66,1
5.57,21.19,6.53,1502.84,1.26,43.96,12.44,13.19,99.02,1
7.91,12.04,16.32,1190.83,-7.84,59.05,-2.58,-2.61,122.34,0
4.77,34.66,2.19,1190.8,-7.64,53.91,-4.82,0.65,59.72,0
6.22,23.49,9.64,1560.3,3.91,28.6,14.77,8.66,102.72,1
5.0,30.87,-2.92,1196.79,-2.44,18.53,15.17,28.38,123.07,0
14.05,31.24,2.98,1808.79,0.48,16.67,23.99,25.83,53.75,0
12.96,12.25,1.55,1193.37,-6.01,57.35,23.35,-1.79,124.17,0
6.12,20.38,7.68,1253.85,3.37,43.83,10.04,11.91,75.84,1
6.01,24.88,9.11,1535.21,1.14,43.83,5.15,8.54,74.98,1
5.93,20.29,8.14,1307.96,2.63,30.61,14.22,19.36,79.94,1
-3.18,27.01,12.38,1195.95,-8.28,15.75,15.73,26.48,120.73,0
-3.89,13.81,17.52,1193.44,7.09,19.22,18.15,20.18,57.8,0
6.42,24.53,9.18,1328.35,1.03,26.63,6.89,18.98,109.04,1
-3.03,15.56,12.89,1804.66,-1.64,19.27,-2.7,23.54,121.36,0
5.79,21.43,6.67,1798.7,3.89,25.5,14.23,16.09,98.77,1
5.66,20.71,8.12,1260.41,2.23,34.65,5.15,11.26,119.6,1
-3.49,29.26,12.91,1806.04,10.97,15.75,22.22,28.48,124.5,0
9.78,11.73,-0.82,1192.3,-2.88,51.54,20.99,-1.31,56.71,0
15.43,10.94,13.34,1805.24,-3.71,51.2,18.38,26.58,123.15,0
6.44,20.55,7.08,1758.45,4.6,41.56,10.34,18.69,85.14,1
5.98,20.58,6.91,1298.05,3.91,34.9,14.43,9.93,60.88,1
6.22,24.13,9.56,1770.03,2.59,23.28,5.3,15.49,101.44,1
8.05,29.04,10.43,1190.15,-1.11,53.47,18.28,22.22,122.92,0
6.42,21.74,9.35,1446.2,3.67,23.87,10.65,11.69,71.57,1
6.21,22.45,6.65,1757.31,4.22,34.43,10.96,6.33,70.03,1
6.31,21.31,7.69,1503.31,2.82,43.36,8.99,5.87,109.16,1
5.82,20.1,6.75,1778.65,2.57,20.36,8.44,8.01,94.98,1
1.11,29.74,15.55,1190.27,-5.31,51.77,0.75,0.72,55.67,0
0.5,18.46,13.87,1800.43,-5.62,13.02,18.42,24.14,55.06,0
5.79,23.79,7.0,1789.91,2.7,37.24,11.05,11.92,63.33,1
6.28,21.11,9.16,1355.39,3.27,32.31,11.59,16.82,96.06,1
2.54,16.24,1.73,1806.92,-3.55,16.64,-2.7,2.84,50.7,0
-3.62,19.06,12.66,1802.45,0.44,59.34,1.27,28.13,121.76,0
6.15,21.47,7.17,1390.28,4.28,43.29,9.45,14.93,70.29,1
4.74,12.32,1.93,1197.2,-3.45,59.57,4.29,-0.87,53.09,0
-2.03,30.96,-1.24,1801.57,-6.5,15.88,0.9,22.14,125.46,0
5.68,24.06,7.81,1392.19,3.38,27.89,6.78,12.83,95.0,1
5.88,24.15,9.52,1511.1,4.46,37.73,6.49,9.5,110.03,1
4.51,28.58,-0.2,1808.62,13.18,59.22,2.8,26.76,122.39,0
-3.69,32.94,3.6,1193.44,9.27,12.72,18.19,26.02,57.46,0
15.47,26.7,4.64,1196.86,-0.17,50.34,22.42,1.68,123.9,0
-4.37,34.82,2.14,1809.69,-6.24,15.9,23.66,29.12,52.7,0
16.23,14.15,12.64,1196.13,13.38,52.5,16.91,-4.1,129.44,0
5.6,21.65,7.98,1580.8,4.09,43.23,5.89,17.25,100.92,1
5.79,20.35,6.28,1789.93,2.64,41.4,13.36,18.87,60.45,1
5.79,23.78,9.03,1421.79,4.12,30.91,7.04,7.34,101.53,1
6.37,24.49,7.45,1388.57,1.0,47.46,9.34,15.15,110.75,1
5.76,20.86,6.9,1469.73,4.75,47.06,7.4,11.9,104.26,1
5.72,20.11,8.58,1625.82,4.0,41.64,5.87,14.25,109.8,1
16.0,33.19,12.06,1190.1,-5.26,53.0,-1.83,29.22,58.89,0
4.65,27.12,4.52,1801.69,13.67,10.94,-3.38,25.93,120.65,0
5.56,20.67,6.97,1757.02,4.33,31.91,10.79,10.58,72.12,1
6.19,20.05,9.96,1274.91,1.07,41.2,14.58,12.89,71.02,1
9.6,32.31,11.4,1801.52,10.11,54.18,24.64,-2.39,126.84,0
6.03,23.83,8.25,1295.71,3.98,42.14,8.36,16.32,102.11,1
6.46,22.5,7.63,1215.26,3.0,21.41,9.23,8.02,88.99,1
4.51,19.69,15.35,1809.93,13.26,11.82,-2.42,24.18,59.47,0
6.45,21.08,7.95,1529.29,3.22,25.56,8.42,12.29,63.49,1
0.0,31.64,1.25,1194.93,-8.85,11.14,-1.09,1.69,128.59,0
6.19,24.55,7.29,1415.82,2.1,41.8,6.44,19.91,117.05,1
3.59,14.07,4.78,1803.56,14.52,19.5,24.64,2.58,122.05,0
6.4,22.32,6.28,1744.73,4.72,33.97,14.16,17.13,109.25,1
6.14,20.63,6.4,1460.03,1.52,22.92,14.02,7.01,110.15,1
6.03,24.52,8.14,1553.94,3.47,46.33,8.61,10.98,74.47,1
6.39,24.21,7.25,1320.87,1.69,37.7,14.99,15.08,65.9,1
6.12,24.17,8.64,1735.47,4.19,29.86,12.81,14.04,112.55,1
7.83,34.12,-3.94,1198.03,14.15,58.38,2.08,0.06,127.73,0
5.88,22.91,6.46,1393.07,4.73,32.84,9.95,14.88,89.15,1
8.81,32.33,5.01,1194.01,-1.44,14.06,-3.01,-1.13,122.25,0
-3.69,25.3,17.91,1190.03,7.87,54.56,20.39,-4.39,55.02,0
15.36,14.15,0.07,1195.35,-5.46,14.86,-4.81,21.46,129.32,0
-2.45,26.28,1.69,1194.6,-7.77,11.51,-3.62,4.01,59.06,0
-2.28,17.12,16.39,1192.16,-8.86,58.83,3.38,-2.21,122.19,0
-2.04,30.33,4.08,1198.88,6.65,58.79,16.41,23.14,57.78,0
5.55,24.28,6.51,1284.24,2.74,42.23,5.39,5.29,113.81,1
5.77,24.83,7.6,1201.45,4.17,32.82,6.73,17.98,92.19,1
-0.02,32.47,19.94,1803.22,9.74,15.39,1.26,25.14,120.72,0
8.46,10.57,-2.5,1805.17,-6.96,57.19,1.11,26.56,57.33,0
5.98,23.67,8.7,1563.58,3.92,21.0,14.39,19.24,108.2,1
5.89,21.39,9.98,1708.31,1.4,27.88,5.29,17.49,79.6,1
6.18,21.54,6.54,1237.06,2.12,37.63,14.05,13.53,117.36,1
5.99,21.3,7.26,1474.51,2.06,32.36,10.06,18.18,73.16,1
7.35,12.56,4.3,1808.87,8.72,54.79,22.51,25.9,128.21,0
-2.77,17.73,18.88,1193.57,5.83,59.71,4.75,29.02,120.94,0
6.12,22.0,7.35,1354.88,1.87,45.58,6.1,10.13,67.0,1
-0.13,31.05,-0.9,1195.18,-2.34,55.63,20.8,21.79,126.04,0
6.44,21.97,6.91,1428.02,4.25,42.15,10.16,15.18,74.37,1
8.93,17.52,12.26,1803.13,9.95,56.16,-0.78,21.97,52.21,0
-3.48,10.88,15.18,1190.56,5.8,11.32,18.22,20.69,51.2,0
14.43,27.95,1.86,1802.95,10.14,19.34,-0.88,28.49,53.01,0
-3.38,14.18,11.14,1196.61,7.79,59.6,17.92,26.28,52.55,0
16.4,10.08,-1.35,1199.48,-5.0,55.88,4.73,27.99,123.98,0
6.0,22.56,8.54,1441.33,4.18,29.95,9.77,17.32,94.46,1
6.18,22.92,8.2,1594.22,2.55,43.87,13.14,6.5,104.87,1
8.71,34.45,13.33,1801.47,-6.31,56.21,22.41,-1.63,55.73,0
6.49,22.93,6.39,1258.66,4.76,46.14,13.65,15.45,98.09,1
13.4,32.87,3.55,1194.69,13.57,51.9,24.07,-4.88,122.49,0
16.13,25.48,4.7,1806.57,12.13,51.87,1.42,25.13,50.17,0
10.4,25.2,5.56,1801.21,0.7,56.08,-4.74,24.46,121.45,0
6.37,23.83,9.33,1364.16,1.4,20.54,7.19,7.89,69.67,1
5.81,20.03,6.38,1481.12,2.85,45.56,13.96,11.58,108.69,1
6.47,22.25,8.52,1639.68,4.73,36.89,9.66,17.06,87.05,1
2.0,32.86,10.27,1806.01,8.21,56.54,-1.08,3.2,55.84,0
9.49,13.76,14.2,1806.83,-0.62,19.87,1.16,26.22,124.04,0
11.78,14.06,0.44,1191.75,-7.05,12.44,18.38,29.95,56.3,0
0.1,12.28,5.76,1802.02,11.46,11.53,-0.06,21.27,53.99,0
-2.63,18.11,-3.8,1193.42,-5.23,16.14,2.24,23.21,58.29,0
0.46,27.51,10.94,1802.93,6.82,10.35,21.69,20.52,120.48,0
16.13,18.53,-3.9,1805.46,5.17,57.54,19.45,28.46,57.05,0
11.52,29.98,16.98,1802.71,10.57,54.22,-1.36,26.24,128.59,0
9.25,13.56,10.77,1801.57,-7.95,14.52,-2.56,23.25,58.78,0
6.28,24.67,7.6,1546.3,1.06,46.51,5.87,12.82,64.92,1
6.02,23.53,6.21,1223.42,3.93,22.29,10.39,17.16,83.12,1
6.26,21.41,6.28,1596.35,3.24,45.01,9.93,18.4,107.24,1
5.99,23.3,6.25,1559.94,1.9,20.5,5.04,12.14,72.13,1
-1.63,13.84,16.07,1803.56,9.34,59.35,-0.32,22.95,128.29,0
